YAL034C	0.062749	-0.067058	0.030510	-0.025949	-0.001860	0.045324	-0.158146	-0.075929	0.004516	-0.420376	-0.107410	0.002334	0.146751	0.259867	0.297701	0.215897	0.073696	0.212052	0.029898	-0.133024	-0.042454	0.113645	0.004925	0.006442	0.125168	-0.154073	0.178391	0.095775	0.176023	0.029510	-0.042234	0.155893	0.077463	-0.185608	-0.105904	-0.126827	-0.078502	0.133635	0.134299	0.301317	0.374311	0.015499	-0.041702	0.098051	-0.211933	-0.050352	0.103679	-0.020430
YAL036C	0.246365	0.387812	0.312022	0.160924	0.264806	0.200235	0.323784	-0.124105	0.254576	0.094038	0.319758	0.158116	0.150683	-0.106512	0.264415	0.546493	0.307430	0.655117	0.347847	0.427455	0.287269	-0.226843	-0.030075	0.246365	0.116674	-0.017360	0.191080	0.360248	0.193699	0.114396	0.087926	0.086493	0.000605	0.110780	-0.010722	0.168305	0.212052	0.286975	0.267590	0.521373	0.333635	0.309537	0.280959	0.230127	0.473492	0.105719	0.149316	0.153669
YAL037W	0.330926	0.560557	0.401688	0.602223	0.346485	0.512989	0.589236	0.699104	0.514200	0.302645	0.283706	0.495951	0.549099	0.815615	-1.978077	1.033227	0.889622	0.725257	0.550268	0.464296	0.585890	0.386801	0.234497	0.493263	0.581071	0.411652	0.501811	0.403642	0.639539	0.550268	0.533370	0.030714	0.280535	0.441924	0.714948	0.517917	0.554519	0.661313	0.398823	0.528259	0.171652	0.632955	0.608359	0.374855	0.562091	0.342120	0.030069	0.780251
YAL038W	0.024503	0.184613	0.199992	0.158116	0.439412	0.418912	-0.059309	0.063879	-0.096544	0.081357	0.159190	0.176266	-0.032786	0.116221	0.101714	0.267839	0.267199	0.065888	0.082815	0.050782	-0.062400	0.093441	0.133839	-0.051332	0.276778	0.092241	0.168305	0.186889	0.304217	0.416878	0.210954	0.136834	0.096383	0.014577	0.201143	-0.109022	-0.149153	0.028087	-0.011103	0.111658	0.066105	-0.005223	0.155445	0.094233	0.053323	0.085588	0.034253	0.127584
YAL039C	-0.516872	-0.473857	-0.109265	0.236528	0.244046	0.162643	0.349318	0.468495	0.584267	0.310247	0.492372	0.126561	-0.014181	-0.207439	-0.110920	0.064267	0.305819	0.831276	0.446001	0.505424	0.495951	0.009031	-0.252254	0.010352	-0.296818	-0.552592	-0.277049	0.241020	0.273193	0.329571	0.133635	0.128058	0.075532	0.363722	0.232902	0.238365	0.043982	-0.178976	-0.262634	0.030714	0.082643	0.539816	0.387239	0.661313	0.719607	0.062749	-0.454038	-0.147982
YAL040C	0.095959	-0.151547	-0.279090	0.176411	0.701822	0.815615	0.968228	0.811843	0.936782	0.476617	0.077082	0.027492	-0.376999	-0.515838	-0.108834	0.234744	0.432289	1.234996	0.968228	1.143650	0.836142	0.483622	0.361756	0.165202	-0.264426	-0.277301	-0.197889	-0.028611	0.864306	1.083050	0.869307	0.650456	0.756928	0.503016	0.332724	-0.202827	-0.294238	-0.535750	-0.253984	0.281776	0.670375	1.134473	1.033227	0.874535	0.678016	0.736231	0.361756	0.393925
YAL043C	-0.008789	-0.039333	-0.097203	0.083866	0.153178	-0.044145	0.127370	0.037573	0.186270	-0.283527	-0.181274	-0.114522	-0.127078	-0.424926	-0.085931	-0.094317	0.073289	0.117151	-0.087152	-0.024126	0.116674	-0.248233	-0.290323	-0.161764	-0.020430	-0.009772	0.041412	0.125812	0.240326	0.037573	0.084946	-0.118768	-0.089958	-0.303407	-0.097203	-0.310045	-0.216543	-0.263006	0.032911	-0.074027	-0.029334	-0.016916	-0.183600	0.268215	0.129756	-0.310045	-0.340531	-0.334855
YAL043C-A	0.563290	0.405826	1.222245	0.655117	0.185400	0.204750	-0.004690	0.354883	0.389085	0.362248	-0.259972	0.148462	0.256387	-0.405410	-0.370461	-0.302146	-0.388448	-0.382830	-0.178440	-0.330805	0.756928	0.242859	0.629569	0.761667	2.217099	0.382527	0.426710	0.487135	0.228886	-0.315398	0.186270	-0.261169	-0.133521	0.163971	0.105719	0.738692	0.547861	-0.154073	-0.182052	-0.276257	-0.281639	-0.057531	0.322901	-0.159376	1.860406	0.478458	0.500623	0.220069
YAL044C	0.105484	0.137585	-0.178440	0.093615	-0.032786	-0.108584	-0.046404	-0.056630	-0.330805	-0.138353	-0.407985	-0.524130	-0.333455	-0.396709	-0.226843	0.165713	0.117815	0.227044	-0.369527	-0.387827	-0.488354	-0.874193	-0.994651	-0.835699	-0.535750	0.123657	-0.087959	0.067456	0.048946	0.147447	-0.141208	-0.272765	-0.519513	-0.067058	-0.390975	-0.244031	-0.048722	-0.096087	0.156925	0.168062	0.048574	-0.529396	-0.247592	-0.506852	-0.163285	-0.957401	-1.103530	-0.985350
YAL045C	-0.295925	-0.453064	-0.255640	-0.334855	-0.490485	-0.339745	-0.050352	-0.317941	-0.608906	-0.349318	-0.244996	-0.324537	-0.042454	-0.637021	-0.041702	0.099997	-0.649765	-0.184151	0.179422	0.126816	0.316096	-0.694309	-0.193647	-0.241515	-0.078281	-0.158146	-0.553792	-0.123648	-0.289956	0.004338	-0.608906	-0.130271	-1.257555	-0.259271	-0.263733	-0.023202	0.018294	0.162643	-0.060459	-0.191397	-0.400704	-0.415589	-0.388448	-0.605706	0.097146	-1.185302	-0.751164	-0.639393
YAL046C	-0.166064	-0.015040	-0.472120	-0.237916	-0.305015	-0.277049	-0.545180	-0.507838	-0.574292	0.507356	-0.469975	-0.454998	-0.331216	-0.421252	-0.369086	-0.506852	-0.583913	0.075806	-0.662616	-0.246847	-0.763170	-1.147233	-1.092723	-0.435233	-0.849945	-0.251934	-0.235180	-0.082821	-0.421252	-0.337674	-0.287753	-0.950018	-1.385994	-0.289113	-0.106512	-0.597662	-0.166997	-0.146285	-0.176129	-0.518281	-0.657929	-0.844434	-0.415589	-0.939004	-0.590830	-0.712223	-0.770261	-0.635083
YAL048C	0.077691	0.080530	0.048574	0.062160	0.001134	0.015172	0.185099	0.071582	0.100181	-0.026756	-0.012329	-0.084037	-0.219822	0.292994	0.236781	-0.076347	0.127370	-0.003425	-0.041529	-0.190371	0.115313	0.206701	0.353358	0.132699	0.370027	-0.147982	0.000931	0.008833	0.238680	-0.018174	-0.045527	0.041932	0.225950	0.000233	0.017120	-0.112968	-0.243218	-0.000590	-0.021251	0.126004	0.093068	0.033099	0.126376	0.101041	-0.003425	0.350719	0.206701	0.257508
YAL049C	0.013186	0.038976	-0.254624	-0.072816	0.000233	-0.058474	0.359715	0.121854	0.452749	0.285190	0.086240	0.109308	-0.195187	-0.235180	-0.049685	-0.350372	-0.754060	0.227989	-0.153349	0.176667	-0.218863	-0.531396	0.086493	-0.002867	-0.040846	-0.307255	-0.050352	-0.102728	-0.244996	-0.374356	-0.286801	-0.136960	-0.199525	-0.099648	1.379430	0.444521	0.093615	0.428814	0.025329	0.214096	-0.080432	-0.417747	-0.369527	-0.431969	-0.041871	0.183777	0.167272	-0.108834
YAL051W	-0.094317	0.049324	0.161340	-0.078847	0.030288	-0.286801	0.044909	0.315042	-0.013152	0.192162	0.200235	0.071582	0.010352	0.115777	-0.152637	0.340702	-0.040482	-0.053954	0.051356	0.031572	-0.018760	-0.004341	-0.011725	-0.237916	-0.130745	0.058394	-0.001072	-0.054148	-0.012541	-0.190127	0.143386	0.058575	0.282899	0.251032	0.030839	0.078146	0.049143	0.208508	-0.026563	0.008115	-0.049159	-0.031835	-0.030603	0.158350	0.050782	-0.131204	-0.190127	0.152973
YAL054C	-0.409366	-0.337173	-0.341791	-0.185388	-0.118898	-0.153550	-0.096087	0.031572	-0.364700	-0.264426	0.150948	-0.022643	0.243465	0.153669	-0.516872	0.032299	-0.431010	-0.186369	-0.088855	-0.317385	-0.468039	0.136194	-0.083007	-0.168136	0.089411	-0.328488	-0.254624	-0.234841	-0.224511	-0.236461	-0.071969	0.212608	0.353836	0.316623	0.192706	0.097844	-0.140025	0.017276	-0.374356	-0.414873	-0.348906	-0.323375	-0.489180	-0.312861	-0.129780	0.173592	-0.160101	-0.051130
YAL059W	0.274576	0.022562	0.407937	0.337910	0.234497	0.414262	0.008833	0.328715	-0.034956	-0.267983	-0.041529	-0.166064	0.095959	0.219464	0.298255	0.661313	0.790849	0.701822	0.261416	0.235568	0.157863	0.104314	-0.158146	0.224538	-0.128058	-0.081641	0.251725	0.646453	0.209383	0.327214	0.175501	-0.081641	-0.032249	0.004338	0.032150	0.035213	0.223903	0.351810	0.297701	0.646453	0.495951	0.517917	0.348358	0.307430	0.111024	-0.149705	-0.118898	0.181206
YAL060W	-0.003623	0.195431	-0.433197	-0.290675	-0.196292	-0.563666	-0.426372	-0.447192	-0.077557	-0.062604	-0.455571	-0.396709	-0.582466	-0.678152	-0.662616	-0.649765	-0.322407	-0.198692	-0.266505	0.087725	-0.142808	-0.343264	-0.499053	-0.776748	0.226228	0.099679	-0.447882	-0.459218	-0.490485	-0.496517	-0.520791	-0.536667	-0.274222	-0.427870	-0.270275	-0.344136	-0.602366	-0.684997	-0.840058	-0.489180	-0.509034	-0.401324	-0.447192	-0.315961	0.045324	-0.478614	-0.484610	-0.773787
YAL061W	-0.277301	-0.174246	-0.324537	-0.454998	-0.144141	-0.000415	-0.118359	-0.148436	-0.027177	-0.511184	0.083531	-0.133971	-0.068018	-0.200972	-0.336718	-0.099444	-0.384387	-0.274993	-0.566246	-0.235549	-0.407413	-0.344576	-0.334305	-0.605706	0.230824	-0.332152	-0.368524	-0.239633	-0.099195	-0.231714	-0.298589	0.150216	0.022786	-0.126655	-0.507838	-0.173797	-0.390196	-0.318233	-0.315961	-0.245942	-0.048567	-0.073197	-0.217144	-0.008575	0.075179	-0.776748	-0.316921	-0.466996
YAR008W	0.456343	0.266230	-0.396709	-0.455571	-0.708921	-0.562131	-0.356544	-0.087382	0.147230	0.554519	0.227989	0.593735	0.568156	0.303017	-0.193962	-0.425667	-0.300307	-0.579133	0.092656	-0.003623	-0.152901	0.376598	1.563192	0.249382	0.608359	0.590315	-0.296294	-0.442810	-1.003039	-0.241199	-0.244031	-0.317941	-0.032786	0.209764	1.074287	0.418912	0.576095	0.371748	-0.664719	-0.906266	-0.361816	-0.880262	-0.612522	-0.300763	0.206182	0.254965	0.077895	0.256795
YAR010C	-0.371067	-1.075393	1.532017	-0.623028	-0.295436	-1.103530	-0.406761	-0.329350	-0.571078	-0.253984	-0.213214	0.084510	0.936782	-0.529396	-0.068797	-0.417747	-0.521928	-1.537934	0.320187	-0.190850	0.484406	2.884677	3.605198	2.884677	2.496404	-0.784028	0.286235	-0.320284	-0.318233	-2.173676	-0.733734	-0.525410	-0.373847	-0.528463	-1.174979	-0.093023	1.171638	0.081357	0.407937	-0.047390	-0.033382	-0.134105	1.925833	-0.361298	2.496404	2.884677	3.605198	2.657205
YAR015W	-0.522913	-0.844434	-0.906266	-0.950018	-0.594072	-0.371992	-0.412069	-0.392298	-0.510014	-0.330805	-0.486321	-0.669077	-0.533346	-0.565006	-0.019694	-0.084189	0.138963	-0.151333	-0.093653	-0.030252	-0.171586	-0.473070	-0.813838	-0.519513	-0.205611	-0.757753	-0.900773	-0.760380	-0.689599	-0.614163	-0.447192	-0.407985	-0.388448	-0.390196	-0.715003	-0.305501	-0.594072	-0.675966	-0.305501	-0.158328	-0.088342	-0.189893	-0.360185	-0.295436	-0.087382	-0.472120	-0.373847	-0.673354
YAR018C	0.284095	0.516542	0.310665	0.284452	0.412267	0.672439	0.694223	0.914259	0.675348	0.191080	-0.657929	-1.498844	-1.773947	-1.689215	-1.103530	-0.805946	-0.092574	-0.031835	0.589236	0.307430	0.386801	-0.209857	-0.317941	-0.893716	0.385173	0.248263	0.283706	0.332724	0.474766	0.725257	0.982558	0.661313	0.389085	0.056347	-0.770261	-1.385994	-1.867705	-1.334105	-1.050754	-0.641583	-0.367584	0.022955	0.600351	0.537155	0.458121	-0.232430	-0.295436	-1.060476
YAR019C	-0.283888	-0.183600	-0.268768	0.017120	0.343424	-0.305501	-0.060966	-0.140981	0.302227	-0.225405	-0.280240	-0.281330	-0.500914	-0.164240	-0.123222	-0.005223	-0.228122	0.142102	-0.177821	-0.226560	-0.340531	-0.436818	-0.530567	0.081756	-0.007802	-0.157634	-0.055423	-0.048924	0.049911	-0.023202	-0.106342	-0.133272	0.362809	0.042112	-0.107149	-0.207803	-0.135500	-0.222933	-0.271310	0.002334	0.161880	-0.040077	0.030069	-2.534401	-0.053550	-0.041871	-0.371559	-0.191684
YAR020C	-0.010722	-0.059890	-0.132605	-0.152211	-0.117424	0.033312	-0.017605	-0.158824	-0.087583	-0.255987	-0.179274	-0.267706	-0.139810	-0.215389	-0.095197	-0.144439	-0.256683	-0.181821	-0.136267	-0.055187	-0.283888	-0.795125	-0.684997	-0.412069	-0.006342	0.023940	-0.126348	-0.127078	-0.151333	-0.133024	-0.088855	0.147704	-0.070619	-0.166774	-0.156112	-0.064870	-0.152637	-0.320284	-0.466996	-0.480592	-0.207803	-0.017605	-0.098976	-0.132342	-0.298589	-0.383914	-0.532480	-0.585625
YAR028W	0.235049	0.053905	-0.104484	-0.019870	0.051613	-0.087959	-0.153550	-0.207439	-0.083007	0.047650	-0.115588	-0.102924	0.094038	0.250698	0.328319	0.147932	0.076932	-0.075929	-0.094735	0.091567	0.071342	0.041577	-0.062026	0.126004	-0.273845	-0.032249	-0.033818	0.019827	-0.105144	-0.071532	-0.205349	-0.254624	-0.172277	-0.081264	-0.077153	-0.008419	-0.010722	-0.047633	0.188958	0.157184	0.115132	0.189213	0.045956	0.090479	0.022786	0.163143	-0.056630	0.133381
YAR031W	-0.278386	-0.058474	-0.089958	-0.168136	0.104069	-0.213214	-0.115588	-0.389122	-0.305828	-0.579133	-0.264426	-0.005409	-0.472120	-0.401324	-0.122362	0.085196	-0.274993	-0.230476	-0.434509	-0.571078	-0.175665	-0.579133	-0.431010	-0.647980	-0.058474	-0.075157	-0.198692	-0.159034	0.040230	-0.241804	-0.133971	-0.443774	-0.007416	-0.124790	-0.091408	-0.136267	-0.304680	0.124867	-0.159640	-0.227520	-0.158328	-0.245287	-0.128712	-0.250865	-0.255640	-0.115191	-0.798791	-0.108584
YAR033W	-0.694309	-0.433197	-0.199250	-0.270275	-0.094317	-0.109022	-0.345536	-0.275749	-0.346717	-0.124790	-0.225129	-0.254624	-0.249213	-0.235549	-0.136048	-0.275391	-0.350372	-0.272399	-0.197087	-0.286801	-0.234841	-0.044344	0.099997	0.024289	-0.384387	-0.466035	-0.292979	-0.344136	-0.208621	-0.354966	-0.267706	-0.313270	-0.448930	-0.490485	-0.329875	-0.290323	-0.040649	-0.400704	-0.118768	-0.165306	-0.126827	-0.114045	-0.075768	-0.245651	-0.134572	-0.038389	0.157631	-0.038027
YAR035W	0.202115	0.029898	-0.122009	-0.307669	-0.209304	-0.784028	-0.361816	-0.316328	-0.473857	-0.263733	-0.105642	0.015689	0.201143	0.001134	-0.221048	-0.398650	-0.708921	-0.504607	-0.343671	-0.239933	-0.374356	-0.325441	-0.371067	-0.243698	0.002137	-0.032036	0.199187	-0.287383	-0.107659	-0.512498	-0.657929	-0.198970	-0.186875	-0.214827	-0.572669	-0.285517	-0.280567	-0.047843	0.109702	-0.138079	-0.078281	-0.433891	-0.328488	-0.134829	-0.145622	-0.292979	1.143650	-0.229611
YAR042W	0.518971	0.574921	0.982558	0.354883	0.783869	0.157631	0.464296	0.685504	0.262426	1.379430	0.081357	0.490124	1.195862	-0.021251	0.101302	-0.030410	0.014377	-0.280567	0.480835	0.517917	1.620184	0.617387	0.305819	0.685504	0.350274	0.441182	0.733441	0.936782	0.398823	0.131753	0.453589	-0.233357	-0.142279	0.204196	-0.127078	0.603725	0.954612	0.517917	0.206993	0.226728	0.413720	0.054302	0.664981	0.485329	0.884428	0.581071	0.257508	0.859927
YAR044W	0.260180	0.244779	0.512989	0.196420	0.212887	-0.027024	0.511834	0.037126	-0.043006	0.078586	0.195923	0.059402	0.216776	-0.038573	0.036709	-0.138353	0.129490	-0.261486	0.458121	0.293465	0.266910	0.287269	0.411652	0.432998	0.620889	0.291111	0.243465	0.162416	0.228618	0.026630	0.174958	-0.047843	-0.249569	0.078369	0.045506	0.233207	0.356573	0.035213	0.061694	0.141549	-0.125413	-0.096748	0.356049	0.214096	0.776856	0.717441	0.391304	0.285484
YAR050W	-0.656119	-0.001072	-0.173207	0.050567	0.078795	-0.289113	-0.310708	-0.095621	-0.623028	-0.022643	0.004925	0.181956	0.194618	0.050332	-0.000228	-0.082457	-0.033596	0.019976	0.021213	-0.022833	-0.050772	-0.417747	-0.542943	-0.259972	0.147230	-0.301450	0.125812	-0.169172	-0.102533	-0.121793	-0.233032	0.341167	-0.018028	-0.330486	0.000418	-0.212884	-0.129532	0.290699	-0.112968	-0.135500	0.209764	-0.225864	-0.008789	-0.253613	-0.162775	-0.577489	-0.506852	-0.279090
YAR075W	0.249382	0.070535	0.005851	-0.130271	-0.172757	-0.184671	-0.238517	-0.575788	-0.810169	-0.649765	-0.518281	-0.687626	-0.236461	0.091325	0.003329	0.342120	0.257793	0.273479	0.455476	0.343424	0.174495	0.052759	-0.157893	-0.070395	0.115132	0.085822	0.096955	-0.050772	-0.250865	-0.279854	-0.322845	-0.304241	-0.562131	-0.865021	-0.550115	-0.572669	-0.204238	-0.092061	0.039318	0.086240	0.350274	0.422065	0.397616	0.471571	0.099422	-0.266505	-0.069183	-0.037855
