YAL001C	-0.454998	-0.309194	-0.262303	-0.421252	-0.197629	-0.307669	-0.353565	-0.112729	-0.605706	-0.332593	-0.217571	-0.466996	0.180547	0.055961	-0.621517	0.054509	-0.776748	-0.058298	-0.195777	-0.148436	-0.158824	0.113853	0.036900	-0.333065	-0.243698	-0.382057	-0.379530	-0.605706	-0.185138	-0.280884	-0.371992	-0.141642	0.025594	-0.550115	-0.074027	-0.178976	-0.083634	-0.025233	0.051804	-0.218577	0.018868	0.009683	-0.114759	-0.217571	-0.339745	0.070321	0.071990	-0.060459
YAL002W	-0.597662	-0.320284	-0.536667	-0.689599	-0.414873	-0.577489	-0.817900	-0.671126	-0.327640	-0.708921	-0.600805	-0.348389	-0.034306	-0.088113	-0.264426	-0.094531	-0.580738	-0.466035	-0.094971	0.107423	-0.224261	0.319206	0.191080	0.018665	-0.313270	-0.357741	-0.458296	-0.691667	-0.389122	-0.296294	-0.548552	-0.062026	0.034830	-0.705899	-0.232046	-0.397296	-0.540459	-0.337173	-0.093023	-0.371559	-0.073672	-0.181052	0.150216	-0.190127	-0.374356	0.209764	0.233555	-0.186875
YAL004W	0.087725	0.550268	0.848826	0.273479	0.076695	-0.189383	-0.173207	-0.136048	-0.168401	0.034830	0.060309	0.166506	0.447583	0.112987	0.290699	0.327214	0.336416	0.213823	0.414262	0.094425	0.325480	1.134473	1.355584	0.657173	4.040790	0.522287	0.657173	0.260511	0.104069	-0.183075	-0.252979	-0.121598	-0.089749	-0.130003	0.048746	0.189679	0.286235	0.312847	0.317421	0.174265	0.247953	0.182876	0.197508	-0.016085	1.207415	0.587497	0.844295	0.376598
YAL005C	-0.113569	0.164949	0.361346	0.162160	0.225401	0.099997	0.067658	-0.213214	-0.242506	-0.014181	-0.066437	0.214665	0.168850	0.244046	0.480835	0.377274	0.593735	0.099258	0.348835	0.147704	0.108621	-0.173519	-0.067058	0.089817	0.055556	0.460893	0.611712	0.138467	0.318351	0.016921	-0.047633	-0.235549	-0.217327	-0.100563	-0.090339	0.136644	0.247402	0.374311	0.521373	0.465692	0.270668	0.234744	0.093267	0.009864	0.000233	-0.047843	-0.025403	-0.003623
YAL007C	0.259242	0.051613	0.028684	-0.119949	-0.322407	-0.423545	-0.466035	-0.516872	-0.468039	0.116674	-0.140025	0.216776	0.235568	0.320187	0.304217	0.058394	-0.316328	-0.733734	-0.411398	-0.046185	0.088368	-0.063547	-0.244659	0.305428	0.156128	0.366493	0.073289	-0.055423	-0.317941	-0.248233	-0.641583	-0.533346	-0.292324	-0.193962	0.065707	0.256387	0.531924	0.441924	0.202667	-0.001477	-0.297820	-0.313742	-0.425667	-0.236461	-0.124105	-0.269965	-0.187428	0.135963
YAL010C	0.036498	-0.165494	0.141793	0.007772	0.132322	0.323335	0.030288	-0.015661	0.110307	-0.191971	-0.124321	-0.122009	-0.241199	-0.058474	-0.090801	-0.084971	-0.182052	0.059887	0.057123	-0.152637	-0.122527	-0.010926	-0.084971	0.016136	0.175739	0.065888	0.013603	0.008115	0.209026	0.112065	0.092241	0.018497	-0.030785	0.013603	0.033312	-0.311050	-0.253984	-0.090142	-0.093441	-0.145885	0.021418	-0.023202	0.093068	-0.066798	0.121661	0.029713	-0.052992	0.096572
YAL011W	0.181719	-0.093441	-0.058850	-0.116540	-0.056630	-0.128058	0.118470	-0.218863	-0.270275	-0.043189	0.032150	0.174020	-0.021438	-0.094735	0.159603	-0.025949	0.132322	-0.166774	0.556165	-0.350372	0.458121	-0.093023	-0.070198	0.011970	0.160228	0.040883	-0.153349	-0.115385	-0.108834	0.086054	-0.080231	-0.103433	0.014153	-0.104270	-0.240515	0.003547	0.270668	0.158350	0.213529	-0.108367	0.048946	0.091124	-0.079062	0.196217	0.097638	-0.023011	0.032299	-0.061162
YAL012W	-0.265898	-0.371992	-0.286245	-0.224261	-0.180772	-0.322025	-0.292324	-0.442035	-0.333065	-0.372705	-0.684997	-0.076496	-0.067484	-0.130271	0.197508	0.086240	0.142376	0.161121	-0.119728	-0.135500	-0.288602	-0.708921	-0.260365	-0.551447	0.423557	-0.248846	-0.376999	-0.215942	-0.189383	-0.249569	-0.376236	-0.623028	-0.643470	-0.456696	-0.318233	-0.204238	-0.042454	-0.125622	-0.255640	0.019097	-0.241199	-0.093653	-0.166064	-0.479568	0.353836	-0.410543	-0.386050	-0.594072
YAL014C	0.149316	0.034253	0.206182	-0.012329	0.164949	0.289652	0.334526	0.291111	0.015689	0.006030	0.103468	-0.000000	-0.123387	-0.168136	-0.183892	0.101512	0.034619	0.135963	0.255255	0.019313	0.053540	0.115132	-0.029172	-0.143902	-0.014181	-0.040649	-0.071532	0.247691	0.186889	0.267839	0.268516	-0.018580	-0.041255	-0.066232	0.043734	-0.032036	-0.055801	-0.235846	-0.174489	-0.001072	0.095509	0.076040	0.049508	-0.046583	0.126004	-0.002353	0.140244	0.030288
YAL015C	-0.240277	-0.463543	-0.241515	-0.127282	-0.128946	-0.178976	-0.020271	0.045760	-0.162995	-0.270275	-0.371067	-0.250865	-0.254329	-0.020088	-0.046185	-0.199525	-0.090801	0.053905	0.015172	-0.174739	-0.139513	-0.525410	-0.496517	-0.230476	-0.231088	-0.318233	-0.302991	-0.062943	0.018868	-0.051788	-0.236785	-0.116754	-0.242506	-0.338806	-0.127282	-0.325769	-0.296818	-0.078281	0.067292	0.116449	0.024149	-0.040846	-0.047185	-0.167886	-0.292324	-0.433197	-0.418448	-0.346717
YAL016W	-0.121196	-0.154850	-0.143589	0.000233	0.040230	0.195431	0.071175	0.221541	-0.011887	0.007396	0.244046	0.004338	0.050782	0.122068	0.108855	0.155197	0.162416	0.162160	0.126004	0.095775	0.109962	-0.019492	0.043734	-0.017854	-0.029172	-0.212884	-0.076918	-0.125005	0.069008	0.117600	0.170488	0.129490	0.115506	0.001960	0.253694	0.011167	-0.113386	0.086729	-0.009202	-0.020430	0.100181	0.131374	0.060309	-0.002011	0.003928	-0.048390	-0.004026	0.089203
YAL020C	0.266230	0.420578	0.506295	0.159190	-0.041871	0.009683	0.116449	0.198586	0.228292	0.372435	0.099015	0.194350	0.251725	0.168062	0.020354	0.056507	0.276069	0.385173	0.007934	-0.115588	0.375356	-0.265898	-0.343671	-0.053195	0.433682	0.316623	0.174495	0.173771	0.005851	-0.121351	0.159190	0.021418	-0.161764	0.224538	0.146988	0.170934	0.183493	0.107644	0.078586	0.145284	-0.108584	0.085588	0.170934	-0.022247	0.592061	-0.108584	-0.208621	-0.206842
YAL021C	0.290304	0.149998	0.266230	0.231375	-0.065087	-0.035836	-0.125880	0.082643	0.140866	0.179211	-0.016085	0.189213	0.099258	0.077082	0.339303	0.144584	-0.691667	0.210699	0.131893	-0.383507	0.013603	0.198312	0.547861	0.242465	0.349318	0.245735	0.163143	0.200235	0.318753	-0.045706	-0.015899	-0.159882	0.026630	0.102508	0.319206	0.181719	0.084510	0.089411	0.042535	-0.012773	-0.144933	-0.050069	-0.035654	-0.238198	0.041224	0.315042	0.187934	0.108359
YAL022C	-0.058850	0.323335	-0.126127	-0.019098	-0.190127	-0.159882	0.132958	0.360248	0.639539	0.230127	-0.173519	-0.182838	-0.615928	-0.544069	-0.481418	-0.382830	-0.082457	0.329167	0.158577	0.501811	0.246077	-0.361816	-0.218863	-0.489180	-0.038231	0.177899	-0.124790	-0.185900	0.030839	0.023940	0.389085	0.284828	0.329167	0.069646	-0.321650	-0.516872	-0.712223	-0.671126	-0.607231	-0.206268	-0.143048	0.280535	0.249664	0.154896	0.309537	-0.075362	-0.442035	-0.259271
YAL023C	0.421309	0.605267	0.401122	0.335566	0.006242	-0.319220	-0.249873	-0.289956	-0.128946	-0.070866	0.091993	0.485329	0.343424	0.475720	0.609875	0.308770	0.301317	-0.015899	-0.184671	-0.040303	-0.039156	-0.239103	0.091567	0.181719	0.577723	0.637563	0.486170	0.191080	0.123657	-0.178255	-0.229350	-0.460909	-0.149437	-0.017134	0.157411	0.304629	0.366493	0.563290	0.480835	0.300956	0.004338	-0.195187	-0.136679	-0.352099	-0.040649	0.163971	0.049143	0.318351
YAL024C	0.400470	0.410104	0.238979	-0.277301	-0.439264	-0.528463	-0.477620	-0.358686	-0.653914	-0.356544	-0.558934	0.035063	0.207702	0.117371	0.198312	0.015172	-0.312355	-0.383914	-0.460028	-0.251153	-0.120351	-0.081792	0.116932	0.135715	0.215515	0.469400	0.408444	-0.191397	-0.413527	-0.511184	-0.507838	-0.203380	-0.238198	-0.525410	-0.466996	-0.142055	-0.038027	0.060565	0.280535	-0.040303	0.189474	-0.311050	-0.165494	-0.410543	-0.161959	0.108083	0.242196	0.083073
YAL025C	0.325480	0.164192	0.536103	0.644358	0.128608	0.246714	0.282202	0.470414	0.010728	0.263052	0.058575	0.044719	0.284452	0.460893	0.258913	1.043569	0.603725	0.541166	0.901446	0.458121	0.269309	0.738692	0.534836	0.542556	-0.018343	0.311169	0.541166	0.468495	0.266910	0.311169	0.285890	0.622689	0.068031	0.063320	0.125168	0.156456	0.272361	0.234497	0.592061	0.699104	0.750628	0.560557	0.581071	0.699104	0.208753	0.635287	0.670375	0.615333
YAL026C	0.323335	0.362809	0.375356	0.349890	0.345574	0.309537	0.256795	0.009031	0.158577	0.579343	0.255690	0.313366	0.192706	0.256146	0.343424	0.325480	0.084946	-0.136267	0.286522	0.247953	0.126190	0.074568	0.098651	0.021748	0.171652	0.349318	0.372435	0.236781	0.247691	0.180547	0.277157	0.484406	0.587497	0.348835	0.098257	0.310665	0.219756	0.151719	0.236236	0.232902	0.177640	0.157863	0.112065	0.158116	0.158116	0.304629	0.286522	0.191587
YAL029C	-0.133971	-0.165777	-0.099444	-0.051589	0.037126	0.002952	-0.180505	0.008511	0.245404	-0.164240	0.000931	-0.030075	0.005276	0.120778	0.129267	0.059887	0.186270	-0.008419	0.099859	0.043556	-0.167610	0.005475	-0.567715	0.098424	-0.064664	-0.097805	-0.138079	-0.134572	-0.157893	-0.122009	0.031572	0.337293	0.288190	0.257157	-0.169772	-0.227825	-0.075768	0.034058	0.290699	-0.088525	0.098257	0.088368	0.018071	-0.069739	-0.013666	-0.196867	-0.145108	-0.030252
