"fpr","tpr","cutoff"
0,0,0.00598588595865791
7.93251272018077e-08,0,0.00574479459488906
1.58650254403615e-07,0,0.00566521522820703
2.37975381605423e-07,0,0.00565821720238612
3.17300508807231e-07,0,0.00562575885409495
3.96625636009039e-07,0,0.00538055805098142
4.75950763210846e-07,0,0.0053373817201357
5.55275890412654e-07,0,0.00529298309740285
6.34601017614462e-07,0,0.00526880688442488
7.13926144816269e-07,0,0.00522041316347934
7.93251272018077e-07,0,0.00514779154473599
8.72576399219885e-07,0,0.00514103525811614
9.51901526421693e-07,0,0.00513363867383449
1.0312266536235e-06,0,0.00512944881151974
1.11055178082531e-06,0,0.00512498672249017
1.18987690802712e-06,0,0.00510686847559888
1.26920203522892e-06,0,0.00509385667318414
1.34852716243073e-06,0,0.00506506012984873
1.42785228963254e-06,0,0.00505919865642994
1.50717741683435e-06,0,0.00499777509310547
1.58650254403615e-06,0,0.00498378382776615
1.66582767123796e-06,0,0.00497834601104274
1.74515279843977e-06,0,0.00496610073165153
1.82447792564158e-06,0,0.00490146098861358
1.90380305284339e-06,0,0.00489738502608023
1.98312818004519e-06,0,0.00488137713617968
2.062453307247e-06,0,0.00485894945960057
2.14177843444881e-06,0,0.00484438265609214
2.22110356165062e-06,0,0.00482999806742648
2.30042868885242e-06,0,0.00482030775322391
2.37975381605423e-06,0,0.004818004079413
2.45907894325604e-06,0,0.00479423704657067
2.53840407045785e-06,0,0.00479350221063559
2.61772919765965e-06,0,0.00478642504657481
2.69705432486146e-06,0,0.00478378371262511
2.77637945206327e-06,0,0.00477519486542948
2.85570457926508e-06,0,0.00477206769634439
2.93502970646689e-06,0,0.00476874736777456
3.01435483366869e-06,0,0.00475920112069057
3.0936799608705e-06,0,0.00475899961965408
3.17300508807231e-06,0,0.00474601465444224
3.25233021527412e-06,0,0.00472132772677871
3.33165534247592e-06,0,0.00471516626806532
3.41098046967773e-06,0,0.00471181343863727
3.49030559687954e-06,0,0.00470904236685669
