500,1,,,,,,
0.482153333,0.49636,0.513046667,0.530586667,0.545613333,0.547533333,0.533933333,0.507606667
0.521746667,0.535286667,0.534966667,0.524613333,0.514526667,0.510126667,0.50886,0.504613333
0.521733333,0.520446667,0.503693333,0.48172,0.46232,0.451,0.442646667,0.428986667
0.246106667,0.262753333,0.274006667,0.285666667,0.304346667,0.3293,0.352906667,0.37468
0.536226667,0.543233333,0.557246667,0.573006667,0.5841,0.582453333,0.56404,0.53636
0.545453333,0.568,0.579206667,0.579093333,0.571406667,0.558786667,0.550673333,0.542206667
0.39788,0.382006667,0.37126,0.370373333,0.373633333,0.37776,0.38814,0.398546667
0.580866667,0.596313333,0.605813333,0.605946667,0.59532,0.57654,0.55612,0.536133333
0.590353333,0.59808,0.59012,0.566406667,0.534153333,0.506666667,0.491373333,0.486693333
0.316246667,0.323133333,0.3197,0.30804,0.293813333,0.28116,0.27122,0.26706
0.523473333,0.547013333,0.581333333,0.61724,0.64674,0.662366667,0.65606,0.632766667
0.524993333,0.54628,0.574726667,0.601146667,0.6189,0.62416,0.617473333,0.605626667
0.800666667,0.798333333,0.789266667,0.778733333,0.768266667,0.757066667,0.745866667,0.729066667
0.529986667,0.532453333,0.5408,0.550766667,0.559446667,0.56064,0.550153333,0.53022
0.8362,0.823133333,0.800533333,0.774066667,0.743266667,0.708066667,0.673066667,0.638793333
0.60952,0.64486,0.652113333,0.630953333,0.593026667,0.5535,0.518566667,0.48942
0.476813333,0.46136,0.44998,0.442166667,0.435106667,0.428126667,0.421206667,0.41316
0.699266667,0.693933333,0.671133333,0.639953333,0.609346667,0.591126667,0.583866667,0.581926667
0.414893333,0.423593333,0.428393333,0.427886667,0.415906667,0.396266667,0.37174,0.34892
0.486966667,0.473306667,0.47414,0.48786,0.504886667,0.513286667,0.503953333,0.482046667
0.55194,0.54502,0.530473333,0.510286667,0.481126667,0.455786667,0.43776,0.423186667
0.515313333,0.525626667,0.53548,0.544413333,0.548906667,0.548093333,0.53876,0.527013333
0.7056,0.7202,0.7518,0.786466667,0.8184,0.837666667,0.838866667,0.8308
0.216906667,0.220286667,0.22792,0.238646667,0.253566667,0.27532,0.303073333,0.334613333
0.381266667,0.382813333,0.36826,0.34472,0.322653333,0.312846667,0.31954,0.34174
0.60072,0.590186667,0.591326667,0.5933,0.59008,0.583086667,0.575473333,0.57114
0.54986,0.549,0.54848,0.547786667,0.546333333,0.539153333,0.53912,0.543453333
0.458186667,0.44988,0.44138,0.436453333,0.433806667,0.431686667,0.42866,0.425126667
0.366593333,0.344826667,0.325413333,0.307293333,0.29986,0.304906667,0.319786667,0.346046667
0.35826,0.371746667,0.388106667,0.399786667,0.41184,0.42002,0.423726667,0.430006667
0.503713333,0.517626667,0.520313333,0.516553333,0.509473333,0.501586667,0.501633333,0.513106667
0.721133333,0.691,0.66562,0.653846667,0.658333333,0.6698,0.680733333,0.6878
0.627593333,0.61996,0.630873333,0.658213333,0.695333333,0.7276,0.751333333,0.7626
0.493266667,0.523206667,0.537546667,0.526186667,0.496746667,0.465506667,0.437566667,0.422473333
0.797133333,0.790666667,0.791133333,0.790933333,0.791133333,0.790066667,0.788466667,0.788733333
0.363033333,0.340833333,0.319706667,0.30562,0.3042,0.313366667,0.335826667,0.36214
0.442206667,0.432066667,0.430993333,0.44078,0.455306667,0.466853333,0.47174,0.4761
0.45732,0.450046667,0.44496,0.437833333,0.428006667,0.417733333,0.406606667,0.392386667
0.3675,0.354926667,0.350826667,0.348986667,0.345113333,0.347353333,0.360373333,0.38316
0.442086667,0.468566667,0.494186667,0.509173333,0.513826667,0.5031,0.490746667,0.484406667
0.629693333,0.676866667,0.684333333,0.649546667,0.591593333,0.53868,0.50556,0.491126667
0.488913333,0.471566667,0.4385,0.404726667,0.375226667,0.362873333,0.36878,0.38152
0.145533333,0.152173333,0.16618,0.186286667,0.21346,0.243373333,0.268686667,0.289253333
0.52168,0.52896,0.5289,0.525033333,0.520186667,0.517366667,0.517606667,0.520566667
0.615766667,0.610886667,0.602433333,0.590926667,0.577486667,0.556926667,0.535633333,0.51418
0.5899,0.59622,0.599266667,0.59498,0.582933333,0.566533333,0.54988,0.53372
0.55882,0.55676,0.55616,0.557646667,0.5622,0.563273333,0.559073333,0.55106
0.411606667,0.403866667,0.416113333,0.44072,0.459646667,0.464626667,0.451493333,0.430006667
0.801466667,0.796533333,0.807533333,0.821266667,0.8254,0.816,0.7988,0.774466667
0.50834,0.490866667,0.46216,0.43114,0.39946,0.374913333,0.357826667,0.344473333
0.876733333,0.866133333,0.8482,0.825733333,0.794933333,0.765533333,0.741733333,0.7188
0.50036,0.51192,0.513073333,0.50148,0.48206,0.464446667,0.44542,0.424313333
0.446693333,0.440886667,0.421533333,0.395686667,0.37076,0.361946667,0.366353333,0.373973333
0.3281,0.34844,0.3852,0.4253,0.466406667,0.49942,0.52556,0.552013333
