"node","eqn"
"KRS1","((1 * fAct(GCN4, 0.504787993896753, 1.3547387826466)) * 1 - 1 * KRS1) / 1"
"LEU4","(((1 * fAct(GCN4, 0.407732711173594, 1.62999392215163) * (1 * fAct(LEU3, 0.475562317529693, 1.16471371127293) * 1 * fAct(PHO2, 0.429813074087724, 1.13652657943079)))) * 1 - 1 * LEU4) / 1"
"LPD1","(((1 * fAct(GCN4, 0.435226191859692, 1.3405061931978) * 1 * fAct(HAP2_3_4_5, 0.521167601412162, 1.41006975758355))) * 1 - 1 * LPD1) / 1"
"LYS1","(((1 * fAct(GCN4, 0.497935116151348, 1.04351719751488) * 1 * fAct(LYS14, 0.553003676328808, 1.38128625701182))) * 1 - 1 * LYS1) / 1"
"LYS2","(((1 * fAct(GCN4, 0.427665743837133, 1.56874073943589) * 1 * fAct(LYS14, 0.573716153483838, 1.19379954371136))) * 1 - 1 * LYS2) / 1"
"PRO1","((1 * fAct(GCN4, 0.563028098689392, 1.14824709157227)) * 1 - 1 * PRO1) / 1"
"SER1","((1 * fAct(GCN4, 0.552173366537318, 1.4072167643439)) * 1 - 1 * SER1) / 1"
"SHM2","((1 * fAct(GCN4, 0.410481828730553, 1.6435267453827)) * 1 - 1 * SHM2) / 1"
"THR1","((1 * fAct(GCN4, 0.536307062860578, 1.17958788351156)) * 1 - 1 * THR1) / 1"
"TRP2","((1 * fAct(GCN4, 0.507359784655273, 1.37482692392077)) * 1 - 1 * TRP2) / 1"
"TRP3","((1 * fAct(GCN4, 0.488247168483213, 1.5167228019936)) * 1 - 1 * TRP3) / 1"
"TRP4","(((1 * fAct(GCN4, 0.513305670302361, 1.48981500447495) * 1 * fAct(PHO2, 0.415479428181425, 1.03543024565093))) * 1 - 1 * TRP4) / 1"
"TRP5","((1 * fAct(GCN4, 0.498232897138223, 1.34506757341791)) * 1 - 1 * TRP5) / 1"
"APA1","((1 * fAct(GCR1, 0.557794522168115, 1.50175807696767)) * 1 - 1 * APA1) / 1"
"GLK1","(((1 * fAct(MSN2, 0.583119420241564, 1.62360731481109) * (1 * fAct(GCR1, 0.498502013972029, 1.43252303653397) * 1 * fAct(MSN4, 0.56926208040677, 1.61532173445215)))) * 1 - 1 * GLK1) / 1"
"GPM1","((1 * fAct(GCR1, 0.485377664491534, 1.30603489706293)) * 1 - 1 * GPM1) / 1"
"RPL24A","((1 * fAct(GCR1, 0.410638871323317, 1.48947377783945)) * 1 - 1 * RPL24A) / 1"
"RPS14A","((1 * fAct(GCR1, 0.402693994762376, 1.19454890162684)) * 1 - 1 * RPS14A) / 1"
"RPS14B","((1 * fAct(GCR1, 0.413652974646538, 1.25104524852708)) * 1 - 1 * RPS14B) / 1"
"SUR4","((1 * fAct(GCR1, 0.473032177239656, 1.57999554767273)) * 1 - 1 * SUR4) / 1"
"TEF1","((1 * fAct(GCR1, 0.442559647047892, 1.59024123824667)) * 1 - 1 * TEF1) / 1"
"TEF2","((1 * fAct(GCR1, 0.480617464287207, 1.27851849772036)) * 1 - 1 * TEF2) / 1"
"PHR1","(((1 * fAct(UME6, 0.539642904885113, 1.49468895771774) * ((1 - 1 * fAct(GIS1, 0.571986528858542, 1.4127952630748)) + (1 - 1 * fAct(RPH1, 0.598768528969958, 1.67277618617984)) - (1 - 1 * fAct(GIS1, 0.571986528858542, 1.4127952630748)) * (1 - 1 * fAct(RPH1, 0.598768528969958, 1.67277618617984))))) * 1 - 1 * PHR1) / 1"
"ASP3A","((1 * fAct(GLN3, 0.413601771229878, 1.2914870751393)) * 1 - 1 * ASP3A) / 1"
"ASP3B","((1 * fAct(GLN3, 0.506201788503677, 1.32536742780125)) * 1 - 1 * ASP3B) / 1"
"ASP3C","((1 * fAct(GLN3, 0.513237588154152, 1.02436508845072)) * 1 - 1 * ASP3C) / 1"
"ASP3D","((1 * fAct(GLN3, 0.419497315352783, 1.39372941077221)) * 1 - 1 * ASP3D) / 1"
"GDH2","((1 * fAct(GLN3, 0.495979085378349, 1.27573420956498)) * 1 - 1 * GDH2) / 1"
"PRB1","(((1 * fAct(GLN3, 0.534810471674427, 1.45761288146721) * ((1 - 1 * fAct(SNF2, 0.491096387058496, 1.66911742440425)) + (1 - 1 * fAct(SNF5, 0.417999827396125, 1.41076779999305)) - (1 - 1 * fAct(SNF2, 0.491096387058496, 1.66911742440425)) * (1 - 1 * fAct(SNF5, 0.417999827396125, 1.41076779999305))))) * 1 - 1 * PRB1) / 1"
"ACO1","(((1 * fAct(HAP1, 0.545514259347692, 1.13861833734671) * ((1 * fAct(HAP2, 0.572311929799616, 1.12928992529865) * 1 * fAct(RTG2, 0.463204358611256, 1.55436107621063)) * 1 * fAct(RTG3, 0.405534736439586, 1.03630485984264)))) * 1 - 1 * ACO1) / 1"
"CTT1","(((1 * fAct(YAP1, 0.582156762620434, 1.2393234077841) * ((((1 * fAct(HAP1, 0.475152993481606, 1.41569976894185) * 1 * fAct(MAC1, 0.516380801657215, 1.42388791124104)) * 1 * fAct(MSN2, 0.500096825882792, 1.31620174421463)) * 1 * fAct(MSN4, 0.42174744810909, 1.46095438412856)) * 1 * fAct(SKN7, 0.503906690841541, 1.62950815186603)))) * 1 - 1 * CTT1) / 1"
"CYB2","(((1 * fAct(HAP2_3_4_5, 0.467404861561954, 1.59026202660287) * 1 * fAct(HAP1, 0.56015664646402, 1.32222275142791))) * 1 - 1 * CYB2) / 1"
"CYC7","(((((1 - 1 * fAct(TUP1, 0.556242989143357, 1.60565557390917)) + 1 * fAct(HAP1, 0.41196022327058, 1.54449418438366) - (1 - 1 * fAct(TUP1, 0.556242989143357, 1.60565557390917)) * 1 * fAct(HAP1, 0.41196022327058, 1.54449418438366)) + ((1 - 1 * fAct(ROX1, 0.565207219542936, 1.1950682019908)) + (1 - 1 * fAct(HDA1_TUP1, 0.402851450210437, 1.43376328314422)) - (1 - 1 * fAct(ROX1, 0.565207219542936, 1.1950682019908)) * (1 - 1 * fAct(HDA1_TUP1, 0.402851450210437, 1.43376328314422))) - ((1 - 1 * fAct(TUP1, 0.556242989143357, 1.60565557390917)) + 1 * fAct(HAP1, 0.41196022327058, 1.54449418438366) - (1 - 1 * fAct(TUP1, 0.556242989143357, 1.60565557390917)) * 1 * fAct(HAP1, 0.41196022327058, 1.54449418438366)) * ((1 - 1 * fAct(ROX1, 0.565207219542936, 1.1950682019908)) + (1 - 1 * fAct(HDA1_TUP1, 0.402851450210437, 1.43376328314422)) - (1 - 1 * fAct(ROX1, 0.565207219542936, 1.1950682019908)) * (1 - 1 * fAct(HDA1_TUP1, 0.402851450210437, 1.43376328314422))))) * 1 - 1 * CYC7) / 1"
"ERG11","(((1 * fAct(HAP1, 0.440282176062465, 1.64786129412707) * (1 - 1 * fAct(ROX1, 0.553938383096829, 1.24554244666593)))) * 1 - 1 * ERG11) / 1"
"HEM13","(((1 * fAct(HAP1, 0.535105198808014, 1.38455782800214) * ((1 - 1 * fAct(MOT3, 0.550945333344862, 1.44931116430322)) + (1 - 1 * fAct(ROX1, 0.466281313495711, 1.10731741999974)) - (1 - 1 * fAct(MOT3, 0.550945333344862, 1.44931116430322)) * (1 - 1 * fAct(ROX1, 0.466281313495711, 1.10731741999974))))) * 1 - 1 * HEM13) / 1"
"HMG1","((1 * fAct(HAP1, 0.447547245491296, 1.30333882724401)) * 1 - 1 * HMG1) / 1"
"HYP2","((1 * fAct(HAP1, 0.595712926285341, 1.03402173302602)) * 1 - 1 * HYP2) / 1"
"QCR2","(((1 * fAct(HAP2_3_4_5, 0.559782998962328, 1.27998485367047) * 1 * fAct(HAP1, 0.591181627148762, 1.17417218296556))) * 1 - 1 * QCR2) / 1"
"SOD2","(((1 * fAct(YAP1, 0.455294883763418, 1.53249406299554) * (((1 * fAct(HAP1, 0.44352349662222, 1.20049591810675) * 1 * fAct(MSN2, 0.594402540335432, 1.44250132300192)) * 1 * fAct(MSN4, 0.486527239251882, 1.54981578733074)) * 1 * fAct(HAP2_3_4_5, 0.481305626826361, 1.61560966424644)))) * 1 - 1 * SOD2) / 1"
"AAC1","((1 * fAct(HAP2, 0.424618932651356, 1.05645091191633)) * 1 - 1 * AAC1) / 1"
"SDH4","((1 * fAct(HAP2, 0.461337068164721, 1.38130286597647)) * 1 - 1 * SDH4) / 1"
"MDH1","((1 * fAct(HAP4, 0.563536524679512, 1.02956507102353)) * 1 - 1 * MDH1) / 1"
"ERG10","(((1 - 1 * fAct(HDA1, 0.512858410505578, 1.48938767257379))) * 1 - 1 * ERG10) / 1"
"INH1","(((1 - 1 * fAct(HDA1, 0.579928309982643, 1.40359541001031))) * 1 - 1 * INH1) / 1"
"INO1","(((((1 - 1 * fAct(UME6, 0.408504662569612, 1.60545031172456)) + ((1 * fAct(INO2_INO4, 0.420389403309673, 1.46029234730173) * 1 * fAct(SNF2, 0.477314221346751, 1.36181480998173)) * 1 * fAct(SNF6, 0.526221246272325, 1.34001698927255)) - (1 - 1 * fAct(UME6, 0.408504662569612, 1.60545031172456)) * ((1 * fAct(INO2_INO4, 0.420389403309673, 1.46029234730173) * 1 * fAct(SNF2, 0.477314221346751, 1.36181480998173)) * 1 * fAct(SNF6, 0.526221246272325, 1.34001698927255))) + ((1 - 1 * fAct(HDA1, 0.446503514563665, 1.13472332146717)) + (1 - 1 * fAct(SDS3, 0.474332080734894, 1.12671066734474)) - (1 - 1 * fAct(HDA1, 0.446503514563665, 1.13472332146717)) * (1 - 1 * fAct(SDS3, 0.474332080734894, 1.12671066734474))) - ((1 - 1 * fAct(UME6, 0.408504662569612, 1.60545031172456)) + ((1 * fAct(INO2_INO4, 0.420389403309673, 1.46029234730173) * 1 * fAct(SNF2, 0.477314221346751, 1.36181480998173)) * 1 * fAct(SNF6, 0.526221246272325, 1.34001698927255)) - (1 - 1 * fAct(UME6, 0.408504662569612, 1.60545031172456)) * ((1 * fAct(INO2_INO4, 0.420389403309673, 1.46029234730173) * 1 * fAct(SNF2, 0.477314221346751, 1.36181480998173)) * 1 * fAct(SNF6, 0.526221246272325, 1.34001698927255))) * ((1 - 1 * fAct(HDA1, 0.446503514563665, 1.13472332146717)) + (1 - 1 * fAct(SDS3, 0.474332080734894, 1.12671066734474)) - (1 - 1 * fAct(HDA1, 0.446503514563665, 1.13472332146717)) * (1 - 1 * fAct(SDS3, 0.474332080734894, 1.12671066734474))))) * 1 - 1 * INO1) / 1"
"PHO3","(((1 * fAct(THI2, 0.477537735830992, 1.696174992905) * (1 - 1 * fAct(HDA1, 0.520139545900747, 1.4393885033438)))) * 1 - 1 * PHO3) / 1"
"PHO5","((((1 * fAct(SNF2_SWI1, 0.50784235810861, 1.43023243500851) * ((((1 * fAct(INO2, 0.419255031459034, 1.65832364635076) * 1 * fAct(PHO2, 0.487504023779184, 1.27932111745467)) * 1 * fAct(PHO4, 0.528296914370731, 1.270153537679)) * 1 * fAct(SIN3, 0.485017724847421, 1.58844408815494)) * 1 * fAct(SPT21, 0.589434569561854, 1.65859128356446))) * ((1 - 1 * fAct(HDA1, 0.479871636722237, 1.33496844317298)) + (1 - 1 * fAct(PHO23, 0.568686462752521, 1.53557400563033)) - (1 - 1 * fAct(HDA1, 0.479871636722237, 1.33496844317298)) * (1 - 1 * fAct(PHO23, 0.568686462752521, 1.53557400563033))))) * 1 - 1 * PHO5) / 1"
"DDR48","(((1 * fAct(STE12, 0.553775642625988, 1.01674258209532) * (1 * fAct(HSF1, 0.533827618416399, 1.44951664481545) * 1 * fAct(TEC1, 0.585068911593407, 1.11858126995619)))) * 1 - 1 * DDR48) / 1"
"HSC82","((1 * fAct(HSF1, 0.474983421806246, 1.60847103279084)) * 1 - 1 * HSC82) / 1"
"HSP104","(((1 * fAct(MSN2, 0.503183849714696, 1.50555009185104) * (1 * fAct(HSF1, 0.524759343918413, 1.35789383062627) * 1 * fAct(MSN4, 0.433577171619982, 1.01113739711)))) * 1 - 1 * HSP104) / 1"
"HSP12","(((1 * fAct(YAP1, 0.450842730142176, 1.20665253440617) * ((1 * fAct(HSF1, 0.409636809676886, 1.56396210491657) * 1 * fAct(MSN2, 0.463479642383754, 1.25831262002233)) * 1 * fAct(MSN4, 0.405584447551519, 1.27264707240043)))) * 1 - 1 * HSP12) / 1"
"HSP26","(((1 * fAct(MSN2, 0.505434837006032, 1.28279105105903) * (1 * fAct(HSF1, 0.588155917916447, 1.61743973104283) * 1 * fAct(MSN4, 0.569068524427712, 1.33004360545659)))) * 1 - 1 * HSP26) / 1"
"HSP82","(((1 * fAct(YAP1, 0.568108616443351, 1.01466281790053) * (1 * fAct(HSF1, 0.521223809663206, 1.05758414377226) * 1 * fAct(SKN7, 0.550081760669127, 1.23413501697825)))) * 1 - 1 * HSP82) / 1"
"KAR2","((1 * fAct(HSF1, 0.435948201036081, 1.09033774982439)) * 1 - 1 * KAR2) / 1"
"RPL40A","((1 * fAct(HSF1, 0.513346445281059, 1.6767548740725)) * 1 - 1 * RPL40A) / 1"
"SSA1","(((1 * fAct(YAP1, 0.452182611543685, 1.49619058795739) * 1 * fAct(HSF1, 0.50949294930324, 1.39391688913573))) * 1 - 1 * SSA1) / 1"
"SSA3","(((1 * fAct(MSN2, 0.54505219287239, 1.315784009411) * (1 * fAct(HSF1, 0.471355327032506, 1.06089487300254) * 1 * fAct(MSN4, 0.549762470601127, 1.32007899555145)))) * 1 - 1 * SSA3) / 1"
"SSE1","((1 * fAct(HSF1, 0.595514443423599, 1.10875917947153)) * 1 - 1 * SSE1) / 1"
"UBI4","(((1 * fAct(MSN2, 0.409183631883934, 1.57869547254639) * 1 * fAct(HSF1, 0.400522847380489, 1.30056744001806))) * 1 - 1 * UBI4) / 1"
"DIT1","((((1 * fAct(IME1, 0.524768537562341, 1.53398814848159) * 1 * fAct(RIM101, 0.480382416723296, 1.42352603521431)) * (1 - 1 * fAct(SSN6_TUP1, 0.401495524821803, 1.09081250283867)))) * 1 - 1 * DIT1) / 1"
"HOP1","((((1 - 1 * fAct(UME6, 0.537539529288188, 1.30153169111349)) + 1 * fAct(IME1, 0.44972995580174, 1.09793666137382) - (1 - 1 * fAct(UME6, 0.537539529288188, 1.30153169111349)) * 1 * fAct(IME1, 0.44972995580174, 1.09793666137382))) * 1 - 1 * HOP1) / 1"
"IME2","(((((1 - 1 * fAct(UME6, 0.446003468194976, 1.21300787928747)) + 1 * fAct(IME1, 0.566192067507654, 1.3430401742761) - (1 - 1 * fAct(UME6, 0.446003468194976, 1.21300787928747)) * 1 * fAct(IME1, 0.566192067507654, 1.3430401742761)) + (1 - 1 * fAct(SDS3, 0.409021320100874, 1.18914974273182)) - ((1 - 1 * fAct(UME6, 0.446003468194976, 1.21300787928747)) + 1 * fAct(IME1, 0.566192067507654, 1.3430401742761) - (1 - 1 * fAct(UME6, 0.446003468194976, 1.21300787928747)) * 1 * fAct(IME1, 0.566192067507654, 1.3430401742761)) * (1 - 1 * fAct(SDS3, 0.409021320100874, 1.18914974273182)))) * 1 - 1 * IME2) / 1"
"MER1","((((1 - 1 * fAct(UME6, 0.47561320415698, 1.37962218347006)) + 1 * fAct(IME1, 0.422939629806206, 1.44347143376013) - (1 - 1 * fAct(UME6, 0.47561320415698, 1.37962218347006)) * 1 * fAct(IME1, 0.422939629806206, 1.44347143376013))) * 1 - 1 * MER1) / 1"
"REC114","((((1 - 1 * fAct(UME6, 0.550466729933396, 1.02482326061465)) + 1 * fAct(IME1, 0.595872466219589, 1.09489667365793) - (1 - 1 * fAct(UME6, 0.550466729933396, 1.02482326061465)) * 1 * fAct(IME1, 0.595872466219589, 1.09489667365793))) * 1 - 1 * REC114) / 1"
"RIM11","((1 * fAct(IME1, 0.506687629548833, 1.3023676820402)) * 1 - 1 * RIM11) / 1"
"RIM4","((((1 - 1 * fAct(UME6, 0.430282514123246, 1.1271265591355)) + 1 * fAct(IME1, 0.518171126162633, 1.48353410690324) - (1 - 1 * fAct(UME6, 0.430282514123246, 1.1271265591355)) * 1 * fAct(IME1, 0.518171126162633, 1.48353410690324))) * 1 - 1 * RIM4) / 1"
"SGA1","((1 * fAct(IME1, 0.585001247376204, 1.60477029379457)) * 1 - 1 * SGA1) / 1"
"SPO11","((((1 - 1 * fAct(UME6, 0.534291035821661, 1.06992934345501)) + (1 * fAct(IME1, 0.577642305614427, 1.34671484183753) * 1 * fAct(SIN3, 0.498864110931754, 1.18140244615497)) - (1 - 1 * fAct(UME6, 0.534291035821661, 1.06992934345501)) * (1 * fAct(IME1, 0.577642305614427, 1.34671484183753) * 1 * fAct(SIN3, 0.498864110931754, 1.18140244615497)))) * 1 - 1 * SPO11) / 1"
"SPO13","((((1 - 1 * fAct(UME6, 0.460157306771725, 1.48458641584264)) + 1 * fAct(IME1, 0.559326462773606, 1.18060920342337) - (1 - 1 * fAct(UME6, 0.460157306771725, 1.48458641584264)) * 1 * fAct(IME1, 0.559326462773606, 1.18060920342337))) * 1 - 1 * SPO13) / 1"
"SPS1","((1 * fAct(IME1, 0.453777312394232, 1.03281607070006)) * 1 - 1 * SPS1) / 1"
"SPS2","((1 * fAct(IME1, 0.432717833528295, 1.59185025900835)) * 1 - 1 * SPS2) / 1"
"SPS4","((1 * fAct(IME1, 0.521577190188691, 1.08781471934635)) * 1 - 1 * SPS4) / 1"
"ACC1","(((1 * fAct(INO2, 0.423115262016654, 1.36221284549683) * 1 * fAct(INO4, 0.582715804735199, 1.3582983774133))) * 1 - 1 * ACC1) / 1"
"ADK1","((1 * fAct(INO2, 0.57076022727415, 1.37869275217643)) * 1 - 1 * ADK1) / 1"
"PMA1","(((1 * fAct(RAP1, 0.557227268163115, 1.52856941705337) * (1 * fAct(INO2, 0.455379784526303, 1.41249461662024) * 1 * fAct(MCM1, 0.570994151104242, 1.69247288241284)))) * 1 - 1 * PMA1) / 1"
"CDS1","((1 * fAct(INO2_INO4, 0.510235130181536, 1.35025511806365)) * 1 - 1 * CDS1) / 1"
"CHO1","(((1 * fAct(UME6, 0.525776768289506, 1.50837288631592) * 1 * fAct(INO2_INO4, 0.513233309565112, 1.65272440826287))) * 1 - 1 * CHO1) / 1"
"CHO2","(((1 * fAct(UME6, 0.533161677746102, 1.42076826414559) * 1 * fAct(INO2_INO4, 0.504710919596255, 1.52562347408151))) * 1 - 1 * CHO2) / 1"
"CKI1","((1 * fAct(INO2_INO4, 0.563523797830567, 1.2786909731687)) * 1 - 1 * CKI1) / 1"
"EPT1","((1 * fAct(INO2_INO4, 0.426644754037261, 1.623284874151)) * 1 - 1 * EPT1) / 1"
"FAS1","(((1 * fAct(INO2_INO4, 0.595170975895599, 1.62806422341615) * 1 * fAct(REB1, 0.445575139811263, 1.1106605656608))) * 1 - 1 * FAS1) / 1"
"FAS2","(((1 * fAct(INO2_INO4, 0.565321795642376, 1.15536028295988) * 1 * fAct(REB1, 0.488059505447745, 1.25845677714096))) * 1 - 1 * FAS2) / 1"
"HNM1","((1 * fAct(INO2_INO4, 0.401773010846227, 1.05326936387923)) * 1 - 1 * HNM1) / 1"
"ITR1","((1 * fAct(INO2_INO4, 0.448996629146859, 1.64753414151026)) * 1 - 1 * ITR1) / 1"
"OPI3","(((1 * fAct(UME6, 0.44683549082838, 1.6289845275227) * 1 * fAct(INO2_INO4, 0.533861842099577, 1.23325766670285))) * 1 - 1 * OPI3) / 1"
"PGS1","((1 * fAct(INO2_INO4, 0.534927400294691, 1.49641489733942)) * 1 - 1 * PGS1) / 1"
"PSD1","((1 * fAct(INO2_INO4, 0.553664884157479, 1.2376035064715)) * 1 - 1 * PSD1) / 1"
"COX5B","((((1 - 1 * fAct(ROX1, 0.548766195215285, 1.43903630474117)) + (1 - 1 * fAct(IXR1, 0.401045762235299, 1.01575965989148)) - (1 - 1 * fAct(ROX1, 0.548766195215285, 1.43903630474117)) * (1 - 1 * fAct(IXR1, 0.401045762235299, 1.01575965989148)))) * 1 - 1 * COX5B) / 1"
"CIK1","(((1 * fAct(STE12, 0.475565176317468, 1.19139495122945) * 1 * fAct(KAR4, 0.408654388878495, 1.33006162110018))) * 1 - 1 * CIK1) / 1"
"KAR3","(((1 * fAct(STE12, 0.401678142743185, 1.54385147172026) * 1 * fAct(KAR4, 0.457801544712856, 1.56753493814496))) * 1 - 1 * KAR3) / 1"
"LEU1","((1 * fAct(LEU3, 0.417205993132666, 1.43422265442321)) * 1 - 1 * LEU1) / 1"
"LEU2","(((1 * fAct(SPT16, 0.590306049212813, 1.63417440308491) * 1 * fAct(LEU3, 0.506172985909507, 1.30301100438228))) * 1 - 1 * LEU2) / 1"
"LYS12","((1 * fAct(LYS14, 0.585328221414238, 1.19861864418723)) * 1 - 1 * LYS12) / 1"
"LYS5","((1 * fAct(LYS14, 0.506416922342032, 1.39952195170335)) * 1 - 1 * LYS5) / 1"
"LYS9","((1 * fAct(LYS14, 0.42886537858285, 1.16536827387288)) * 1 - 1 * LYS9) / 1"
"CRR1","((1 * fAct(MAC1, 0.40027421633713, 1.24725584232947)) * 1 - 1 * CRR1) / 1"
"CTR1","((1 * fAct(MAC1, 0.551256215805188, 1.65695421147859)) * 1 - 1 * CTR1) / 1"
"CTR3","((1 * fAct(MAC1, 0.450504305586219, 1.16172586096451)) * 1 - 1 * CTR3) / 1"
"FRE1","(((1 * fAct(RCS1, 0.537428158661351, 1.32255510502961) * 1 * fAct(MAC1, 0.409395689610392, 1.3020821602759))) * 1 - 1 * FRE1) / 1"
"FRE7","((1 * fAct(MAC1, 0.416210173349828, 1.43069763944251)) * 1 - 1 * FRE7) / 1"
"YFR055W","((1 * fAct(MAC1, 0.484073752164841, 1.42905133895809)) * 1 - 1 * YFR055W) / 1"
"YJL217W","((1 * fAct(MAC1, 0.492055671289563, 1.5875411162735)) * 1 - 1 * YJL217W) / 1"
"MAL31","((1 * fAct(MAL33, 0.575940298847854, 1.47490137694869)) * 1 - 1 * MAL31) / 1"
"CDC2","((1 * fAct(MBP1_SWI6, 0.421937229018658, 1.26985170335509)) * 1 - 1 * CDC2) / 1"
"CDC21","((1 * fAct(MBP1_SWI6, 0.456499237194657, 1.36478773223935)) * 1 - 1 * CDC21) / 1"
"CDC8","((1 * fAct(MBP1_SWI6, 0.496799640217796, 1.27709719003644)) * 1 - 1 * CDC8) / 1"
"CDC9","((1 * fAct(MBP1_SWI6, 0.473890158068389, 1.2980234361114)) * 1 - 1 * CDC9) / 1"
"CLB5","((1 * fAct(MBP1_SWI6, 0.42980600562878, 1.05097122049192)) * 1 - 1 * CLB5) / 1"
"CLB6","((1 * fAct(MBP1_SWI6, 0.50249676941894, 1.47563753801165)) * 1 - 1 * CLB6) / 1"
"CTF4","((1 * fAct(MBP1_SWI6, 0.511616352526471, 1.1313798888796)) * 1 - 1 * CTF4) / 1"
"DBF4","((1 * fAct(MBP1_SWI6, 0.518602740298957, 1.03584834626177)) * 1 - 1 * DBF4) / 1"
"DNA43","((1 * fAct(MBP1_SWI6, 0.491690242709592, 1.58680737448623)) * 1 - 1 * DNA43) / 1"
"DPB2","((1 * fAct(MBP1_SWI6, 0.533340141642839, 1.23745665246854)) * 1 - 1 * DPB2) / 1"
"DPB3","((1 * fAct(MBP1_SWI6, 0.576219334034249, 1.15559832786443)) * 1 - 1 * DPB3) / 1"
"NUF1","((1 * fAct(MBP1_SWI6, 0.567894615512341, 1.017464002911)) * 1 - 1 * NUF1) / 1"
"NUP116","((1 * fAct(MBP1_SWI6, 0.556850538635626, 1.39537381217582)) * 1 - 1 * NUP116) / 1"
"PMS1","((1 * fAct(MBP1_SWI6, 0.452135810954496, 1.38088679634267)) * 1 - 1 * PMS1) / 1"
"POL1","((1 * fAct(MBP1_SWI6, 0.579284031596035, 1.52181215929333)) * 1 - 1 * POL1) / 1"
"POL12","((1 * fAct(MBP1_SWI6, 0.520506860269234, 1.37126415721839)) * 1 - 1 * POL12) / 1"
"POL2","((1 * fAct(MBP1_SWI6, 0.598011884465814, 1.41640176149085)) * 1 - 1 * POL2) / 1"
"PRI1","((1 * fAct(MBP1_SWI6, 0.439079798851162, 1.05946733438643)) * 1 - 1 * PRI1) / 1"
"PRI2","((1 * fAct(MBP1_SWI6, 0.433444874826819, 1.62336243540049)) * 1 - 1 * PRI2) / 1"
"RAD27","((1 * fAct(MBP1_SWI6, 0.438122469792143, 1.35784107325831)) * 1 - 1 * RAD27) / 1"
"RAD5","((1 * fAct(MBP1_SWI6, 0.537129851570353, 1.31706037454307)) * 1 - 1 * RAD5) / 1"
"RAD51","((1 * fAct(MBP1_SWI6, 0.436875279154629, 1.10897397192195)) * 1 - 1 * RAD51) / 1"
"RAD53","((1 * fAct(MBP1_SWI6, 0.497234864113852, 1.52452379286755)) * 1 - 1 * RAD53) / 1"
"RAD54","((1 * fAct(MBP1_SWI6, 0.479417824279517, 1.21021223600721)) * 1 - 1 * RAD54) / 1"
"RFA1","((1 * fAct(MBP1_SWI6, 0.470735159749165, 1.67621242310852)) * 1 - 1 * RFA1) / 1"
"RFA2","((1 * fAct(MBP1_SWI6, 0.584589893883094, 1.10418823990738)) * 1 - 1 * RFA2) / 1"
"RFA3","((1 * fAct(MBP1_SWI6, 0.465534583898261, 1.11000558247091)) * 1 - 1 * RFA3) / 1"
"RNR1","((((1 * fAct(TEC1, 0.519733136100694, 1.24367582212202) * 1 * fAct(MBP1_SWI6, 0.51559362555854, 1.62008046420757)) * (1 - 1 * fAct(TUP1, 0.46538640470244, 1.28939615133451)))) * 1 - 1 * RNR1) / 1"
"SPC42","((1 * fAct(MBP1_SWI6, 0.43555325800553, 1.2475193605572)) * 1 - 1 * SPC42) / 1"
"TOP2","((1 * fAct(MBP1_SWI6, 0.582976020500064, 1.54066914740717)) * 1 - 1 * TOP2) / 1"
"TRR1","(((1 * fAct(YAP1, 0.506349241454154, 1.01628963228315) * (1 * fAct(MBP1_SWI6, 0.411425503669307, 1.51334826583276) * 1 * fAct(SKN7, 0.483626024238765, 1.34199598635314)))) * 1 - 1 * TRR1) / 1"
"TUB4","((1 * fAct(MBP1_SWI6, 0.496635434962809, 1.60065975015517)) * 1 - 1 * TUB4) / 1"
"UNG1","((1 * fAct(MBP1_SWI6, 0.58124432656914, 1.08707024769625)) * 1 - 1 * UNG1) / 1"
"CAR1","((((1 - 1 * fAct(UME6, 0.478736393526196, 1.39545675369911)) + ((1 * fAct(MCM1, 0.508934390358627, 1.26390026329085) * 1 * fAct(RAP1, 0.452407239470631, 1.54949668199057)) * 1 * fAct(ARG80_ARG81, 0.427576441830024, 1.17432190800086)) - (1 - 1 * fAct(UME6, 0.478736393526196, 1.39545675369911)) * ((1 * fAct(MCM1, 0.508934390358627, 1.26390026329085) * 1 * fAct(RAP1, 0.452407239470631, 1.54949668199057)) * 1 * fAct(ARG80_ARG81, 0.427576441830024, 1.17432190800086)))) * 1 - 1 * CAR1) / 1"
