"node","eqn"
"ENA1","(((((1 - 1 * fAct(TUP1, 0.591261858632788, 1.4134783974872)) + (((1 * fAct(CIN5, 0.498524105316028, 1.73868147648871) * 1 * fAct(CRZ1, 0.483934285957366, 1.53605579225346)) * 1 * fAct(HAL9, 0.415401741396636, 1.50795031546382)) * 1 * fAct(YAP6, 0.491519145900384, 1.53460893381154)) - (1 - 1 * fAct(TUP1, 0.591261858632788, 1.4134783974872)) * (((1 * fAct(CIN5, 0.498524105316028, 1.73868147648871) * 1 * fAct(CRZ1, 0.483934285957366, 1.53605579225346)) * 1 * fAct(HAL9, 0.415401741396636, 1.50795031546382)) * 1 * fAct(YAP6, 0.491519145900384, 1.53460893381154))) + (1 - 1 * fAct(HDA1_TUP1, 0.589777915179729, 1.65468149206601)) - ((1 - 1 * fAct(TUP1, 0.591261858632788, 1.4134783974872)) + (((1 * fAct(CIN5, 0.498524105316028, 1.73868147648871) * 1 * fAct(CRZ1, 0.483934285957366, 1.53605579225346)) * 1 * fAct(HAL9, 0.415401741396636, 1.50795031546382)) * 1 * fAct(YAP6, 0.491519145900384, 1.53460893381154)) - (1 - 1 * fAct(TUP1, 0.591261858632788, 1.4134783974872)) * (((1 * fAct(CIN5, 0.498524105316028, 1.73868147648871) * 1 * fAct(CRZ1, 0.483934285957366, 1.53605579225346)) * 1 * fAct(HAL9, 0.415401741396636, 1.50795031546382)) * 1 * fAct(YAP6, 0.491519145900384, 1.53460893381154))) * (1 - 1 * fAct(HDA1_TUP1, 0.589777915179729, 1.65468149206601)))) * 1 - 1 * ENA1) / 1"
"GSC2","((1 * fAct(CRZ1, 0.43576959464699, 1.63007832046133)) * 1 - 1 * GSC2) / 1"
"PMC1","((1 * fAct(CRZ1, 0.506642291042954, 1.76981903414009)) * 1 - 1 * PMC1) / 1"
"CUP1A","((1 * fAct(CUP2, 0.460391819104552, 1.39351135465549)) * 1 - 1 * CUP1A) / 1"
"CUP1B","((1 * fAct(CUP2, 0.438634632155299, 1.62563079455635)) * 1 - 1 * CUP1B) / 1"
"RS5","((1 * fAct(CUP2, 0.463679546490312, 1.72257068522973)) * 1 - 1 * RS5) / 1"
"SOD1","(((1 * fAct(CUP2, 0.581752211088315, 1.46693789524259) * 1 * fAct(HAP1, 0.468251026514918, 1.39962076373165))) * 1 - 1 * SOD1) / 1"
"CAN1","(((1 * fAct(GLN3, 0.50464871157892, 1.56597787164152) * (1 - 1 * fAct(DAL80, 0.560438364930451, 1.64624721780187)))) * 1 - 1 * CAN1) / 1"
"DAL1","((((1 * fAct(GLN3, 0.416403040336445, 1.49753927973565) * 1 * fAct(DAL81_DAL82, 0.40629831594415, 1.5386667473102)) * (1 - 1 * fAct(DAL80, 0.487452674657106, 1.65268862755038)))) * 1 - 1 * DAL1) / 1"
"DAL2","((((1 * fAct(GLN3, 0.582418544171378, 1.66533779042074) * 1 * fAct(DAL81_DAL82, 0.498881225800142, 1.7183866687608)) * (1 - 1 * fAct(DAL80, 0.409918264998123, 1.56292911964236)))) * 1 - 1 * DAL2) / 1"
"DAL3","(((1 * fAct(GLN3, 0.491238882951438, 1.61678826209391) * (1 - 1 * fAct(DAL80, 0.447152435500175, 1.66490861423546)))) * 1 - 1 * DAL3) / 1"
"DAL4","((((1 * fAct(GLN3, 0.438274039700627, 1.64924485649215) * 1 * fAct(DAL81_DAL82, 0.427386627253145, 1.43830620784545)) * (1 - 1 * fAct(DAL80, 0.556372108450159, 1.77149389975704)))) * 1 - 1 * DAL4) / 1"
"DAL5","(((1 * fAct(GLN3, 0.582613451266661, 1.606661532172) * (1 - 1 * fAct(DAL80, 0.492389370268211, 1.51266998378094)))) * 1 - 1 * DAL5) / 1"
"DAL7","((((1 * fAct(GLN3, 0.433273430122063, 1.39243825257756) * 1 * fAct(DAL81_DAL82, 0.57734445957467, 1.61386111530242)) * (1 - 1 * fAct(DAL80, 0.556759636709467, 1.54246680392185)))) * 1 - 1 * DAL7) / 1"
"DCG1","(((1 * fAct(GLN3, 0.432566305762157, 1.66517738679424) * (1 - 1 * fAct(DAL80, 0.418526619439945, 1.78229239406763)))) * 1 - 1 * DCG1) / 1"
"DUR1","((((1 * fAct(GLN3, 0.57173183048144, 1.77098538181046) * 1 * fAct(DAL81_DAL82, 0.523358931951225, 1.45822252216982)) * (1 - 1 * fAct(DAL80, 0.563223148789257, 1.78673752973555)))) * 1 - 1 * DUR1) / 1"
"DUR3","((((1 * fAct(GLN3, 0.563501180149615, 1.65111629545689) * 1 * fAct(DAL81_DAL82, 0.407396398345009, 1.71680207561702)) * (1 - 1 * fAct(DAL80, 0.582165156118572, 1.6849439524184)))) * 1 - 1 * DUR3) / 1"
"GDH1","((((1 * fAct(GLN3, 0.44171300730668, 1.73809377390891) * 1 * fAct(LEU3, 0.533197903819382, 1.47612021289999)) * (1 - 1 * fAct(DAL80, 0.425583519088104, 1.48861360322218)))) * 1 - 1 * GDH1) / 1"
"PUT1","(((1 * fAct(GLN3, 0.412274428270757, 1.53057037833612) * ((1 - 1 * fAct(DAL80, 0.401157128019258, 1.70645760511281)) + (1 - 1 * fAct(PHO4, 0.58671643906273, 1.69574528878089)) - (1 - 1 * fAct(DAL80, 0.401157128019258, 1.70645760511281)) * (1 - 1 * fAct(PHO4, 0.58671643906273, 1.69574528878089))))) * 1 - 1 * PUT1) / 1"
"PUT2","(((1 * fAct(GLN3, 0.517989937635139, 1.73777729483787) * ((1 - 1 * fAct(DAL80, 0.476654092082754, 1.68221002363134)) + (1 - 1 * fAct(PHO4, 0.493732766481116, 1.72688454858959)) - (1 - 1 * fAct(DAL80, 0.476654092082754, 1.68221002363134)) * (1 - 1 * fAct(PHO4, 0.493732766481116, 1.72688454858959))))) * 1 - 1 * PUT2) / 1"
"PUT4","(((1 * fAct(GLN3, 0.472159575484693, 1.40181580322096) * (1 - 1 * fAct(DAL80, 0.591708957124501, 1.50670429335209)))) * 1 - 1 * PUT4) / 1"
"UGA1","((((1 * fAct(GLN3, 0.542208046233281, 1.46223646323429) * (1 * fAct(UGA3, 0.495859065232798, 1.55906308546197) * 1 * fAct(DAL81_DAL82, 0.451541376672685, 1.48268912521889))) * (1 - 1 * fAct(DAL80, 0.437908331863582, 1.74653528818861)))) * 1 - 1 * UGA1) / 1"
"UGA2","((((1 - 1 * fAct(DAL80, 0.474884253274649, 1.69667213811539)) + (1 * fAct(DAL81, 0.458506085816771, 1.45288632390089) * 1 * fAct(UGA3, 0.546736232191324, 1.47268289020285)) - (1 - 1 * fAct(DAL80, 0.474884253274649, 1.69667213811539)) * (1 * fAct(DAL81, 0.458506085816771, 1.45288632390089) * 1 * fAct(UGA3, 0.546736232191324, 1.47268289020285)))) * 1 - 1 * UGA2) / 1"
"GAP1","((((1 * fAct(GLN3, 0.510056383023038, 1.69982249929337) * 1 * fAct(GAT1, 0.41012872592546, 1.41340540051227)) * (1 - 1 * fAct(DAL80_GZF3, 0.48897606190294, 1.6248493623035)))) * 1 - 1 * GAP1) / 1"
"UGA4","((((1 * fAct(GLN3, 0.555242593307048, 1.5686589055392) * (1 * fAct(DAL81, 0.508713797666132, 1.65679374233121) * 1 * fAct(UGA3, 0.499688109755516, 1.64261160776252))) * (1 - 1 * fAct(DAL80_GZF3, 0.422137040970847, 1.53271311689168)))) * 1 - 1 * UGA4) / 1"
"CLB2","(((1 * fAct(MCM1, 0.414515687711537, 1.7942389224167) * ((1 - 1 * fAct(FKH2, 0.424430801765993, 1.61095640374813)) + (1 - 1 * fAct(XBP1, 0.515579032711685, 1.47349477303913)) - (1 - 1 * fAct(FKH2, 0.424430801765993, 1.61095640374813)) * (1 - 1 * fAct(XBP1, 0.515579032711685, 1.47349477303913))))) * 1 - 1 * CLB2) / 1"
"STA1","((((1 * fAct(SNF2_SWI1, 0.403415760118514, 1.51228325833566) * (1 * fAct(FLO8, 0.503233203338459, 1.67806940210285) * 1 * fAct(SIN3, 0.467270207824185, 1.60826980755432))) * (1 - 1 * fAct(NRG1, 0.52672701231204, 1.6949591656914)))) * 1 - 1 * STA1) / 1"
"STA2","(((1 * fAct(SNF2_SWI1, 0.528682605735958, 1.5236226133001) * ((((1 * fAct(FLO8, 0.568829648708925, 1.6223320445139) * 1 * fAct(MSN1, 0.510102095501497, 1.78446658592438)) * 1 * fAct(SIN3, 0.538263548072427, 1.59461199376034)) * 1 * fAct(SNF5, 0.437546854745597, 1.55013131045038)) * 1 * fAct(SNF6, 0.468820848828182, 1.43300854901085)))) * 1 - 1 * STA2) / 1"
"GAL10","(((((1 - 1 * fAct(TUP1, 0.59807267524302, 1.58537743091816)) + ((1 * fAct(GAL11, 0.460858888505027, 1.56024142985232) * 1 * fAct(GAL4, 0.519955165497959, 1.56836091612931)) * 1 * fAct(SNF6, 0.554158623935655, 1.4267714115046)) - (1 - 1 * fAct(TUP1, 0.59807267524302, 1.58537743091816)) * ((1 * fAct(GAL11, 0.460858888505027, 1.56024142985232) * 1 * fAct(GAL4, 0.519955165497959, 1.56836091612931)) * 1 * fAct(SNF6, 0.554158623935655, 1.4267714115046))) + (1 - 1 * fAct(HDA1_TUP1, 0.571414097584784, 1.60742736082291)) - ((1 - 1 * fAct(TUP1, 0.59807267524302, 1.58537743091816)) + ((1 * fAct(GAL11, 0.460858888505027, 1.56024142985232) * 1 * fAct(GAL4, 0.519955165497959, 1.56836091612931)) * 1 * fAct(SNF6, 0.554158623935655, 1.4267714115046)) - (1 - 1 * fAct(TUP1, 0.59807267524302, 1.58537743091816)) * ((1 * fAct(GAL11, 0.460858888505027, 1.56024142985232) * 1 * fAct(GAL4, 0.519955165497959, 1.56836091612931)) * 1 * fAct(SNF6, 0.554158623935655, 1.4267714115046))) * (1 - 1 * fAct(HDA1_TUP1, 0.571414097584784, 1.60742736082291)))) * 1 - 1 * GAL10) / 1"
"GAL7","(((1 * fAct(GAL4, 0.538859429908916, 1.54791389758233) * 1 * fAct(GAL11, 0.476064180303365, 1.41884606519015))) * 1 - 1 * GAL7) / 1"
"FUR4","((1 * fAct(GAL4, 0.48047089157626, 1.75083250952652)) * 1 - 1 * FUR4) / 1"
"GAL3","((1 * fAct(GAL4, 0.467121353885159, 1.59100538817234)) * 1 - 1 * GAL3) / 1"
"GAL80","((1 * fAct(GAL4, 0.401393749285489, 1.65742973000975)) * 1 - 1 * GAL80) / 1"
"GCY1","((1 * fAct(GAL4, 0.521647810470313, 1.52576756825903)) * 1 - 1 * GCY1) / 1"
"LAP3","((1 * fAct(GAL4, 0.464379365742207, 1.71563030473655)) * 1 - 1 * LAP3) / 1"
"MEL1","((1 * fAct(GAL4, 0.450053738011047, 1.61720129885711)) * 1 - 1 * MEL1) / 1"
"PCL10","((1 * fAct(GAL4, 0.403606901923195, 1.68027517956914)) * 1 - 1 * PCL10) / 1"
"PGM2","(((1 * fAct(GAL4, 0.555748218111694, 1.63712117624702) * 1 * fAct(GCR1_GCR2, 0.553574107727036, 1.47404578764224))) * 1 - 1 * PGM2) / 1"
"GLN1","(((1 * fAct(GAT1, 0.477221086388454, 1.74080539384857) * 1 * fAct(GLN3, 0.46797641357407, 1.70884971825872))) * 1 - 1 * GLN1) / 1"
"ARG1","(((1 - 1 * fAct(ARG80_ARG81, 0.523561505135149, 1.59765290405601))) * 1 - 1 * ARG1) / 1"
"ARG3","(((1 - 1 * fAct(ARG80_ARG81, 0.464851060323417, 1.73603465508437))) * 1 - 1 * ARG3) / 1"
"ARG5","(((1 * fAct(MCM1, 0.538888207590208, 1.51235502931057) * (1 - 1 * fAct(ARG80_ARG81, 0.55469782804139, 1.6136858780589)))) * 1 - 1 * ARG5) / 1"
"ARG8","(((1 - 1 * fAct(ARG80_ARG81, 0.555367167713121, 1.66606395568466))) * 1 - 1 * ARG8) / 1"
"HAL1","((((1 - 1 * fAct(SKO1, 0.519120626430958, 1.75853531177854)) + (1 - 1 * fAct(TUP1, 0.407999112363905, 1.6384621967026)) - (1 - 1 * fAct(SKO1, 0.519120626430958, 1.75853531177854)) * (1 - 1 * fAct(TUP1, 0.407999112363905, 1.6384621967026)))) * 1 - 1 * HAL1) / 1"
"HIS3","(((1 - 1 * fAct(SKO1, 0.411628828011453, 1.73350003974512))) * 1 - 1 * HIS3) / 1"
"HIS4","((1 * fAct(RAP1, 0.522112860810012, 1.79243131058058)) * 1 - 1 * HIS4) / 1"
"ILV1","(((1 * fAct(LEU3, 0.407915023248643, 1.65721884750528) * 1 * fAct(REB1, 0.579526031343266, 1.76756930338452))) * 1 - 1 * ILV1) / 1"
"ILV2","(((1 * fAct(LEU3, 0.54576403060928, 1.50892482949886) * (1 - 1 * fAct(UME6, 0.499049635929987, 1.48310404389165)))) * 1 - 1 * ILV2) / 1"
"ILV5","((1 * fAct(LEU3, 0.43164299055934, 1.39114502368961)) * 1 - 1 * ILV5) / 1"
"LEU4","(((1 * fAct(LEU3, 0.563842451293021, 1.41919315025443) * 1 * fAct(PHO2, 0.410027062566951, 1.63377217557281))) * 1 - 1 * LEU4) / 1"
"TRP4","((1 * fAct(PHO2, 0.587416285416111, 1.42991661924403)) * 1 - 1 * TRP4) / 1"
"PHR1","(((1 * fAct(UME6, 0.489032812928781, 1.79413385995198) * ((1 - 1 * fAct(GIS1, 0.579855145933106, 1.66084366878262)) + (1 - 1 * fAct(RPH1, 0.41712185642682, 1.69169226482511)) - (1 - 1 * fAct(GIS1, 0.579855145933106, 1.66084366878262)) * (1 - 1 * fAct(RPH1, 0.41712185642682, 1.69169226482511))))) * 1 - 1 * PHR1) / 1"
"ASP3A","((1 * fAct(GLN3, 0.408009846461937, 1.60903181864182)) * 1 - 1 * ASP3A) / 1"
"ASP3B","((1 * fAct(GLN3, 0.561683000810444, 1.7678329175408)) * 1 - 1 * ASP3B) / 1"
"ASP3C","((1 * fAct(GLN3, 0.479425669508055, 1.78584720848128)) * 1 - 1 * ASP3C) / 1"
"ASP3D","((1 * fAct(GLN3, 0.431746534444392, 1.65842920602765)) * 1 - 1 * ASP3D) / 1"
"GDH2","((1 * fAct(GLN3, 0.511395051144063, 1.40417927838862)) * 1 - 1 * GDH2) / 1"
"PRB1","(((1 * fAct(GLN3, 0.524358567176387, 1.63656924455427) * ((1 - 1 * fAct(SNF2, 0.475863781245425, 1.62841917844024)) + (1 - 1 * fAct(SNF5, 0.594109755707905, 1.72548167990288)) - (1 - 1 * fAct(SNF2, 0.475863781245425, 1.62841917844024)) * (1 - 1 * fAct(SNF5, 0.594109755707905, 1.72548167990288))))) * 1 - 1 * PRB1) / 1"
"ACO1","(((1 * fAct(HAP1, 0.590406906651333, 1.68896118419943) * ((1 * fAct(HAP2, 0.495275812875479, 1.75385812627617) * 1 * fAct(RTG2, 0.49975705742836, 1.79846589270281)) * 1 * fAct(RTG3, 0.417345177568495, 1.40270789078204)))) * 1 - 1 * ACO1) / 1"
"CTT1","(((1 * fAct(HAP1, 0.44779646685347, 1.62881499822252) * 1 * fAct(MAC1, 0.546253375196829, 1.75856235394254))) * 1 - 1 * CTT1) / 1"
"CYB2","((1 * fAct(HAP1, 0.523419808736071, 1.74280937818345)) * 1 - 1 * CYB2) / 1"
"CYC7","(((((1 - 1 * fAct(TUP1, 0.5972659077961, 1.45323224377353)) + 1 * fAct(HAP1, 0.53895133016631, 1.46507013427792) - (1 - 1 * fAct(TUP1, 0.5972659077961, 1.45323224377353)) * 1 * fAct(HAP1, 0.53895133016631, 1.46507013427792)) + ((1 - 1 * fAct(ROX1, 0.457780669536442, 1.55606701003388)) + (1 - 1 * fAct(HDA1_TUP1, 0.541132134664804, 1.55236779691186)) - (1 - 1 * fAct(ROX1, 0.457780669536442, 1.55606701003388)) * (1 - 1 * fAct(HDA1_TUP1, 0.541132134664804, 1.55236779691186))) - ((1 - 1 * fAct(TUP1, 0.5972659077961, 1.45323224377353)) + 1 * fAct(HAP1, 0.53895133016631, 1.46507013427792) - (1 - 1 * fAct(TUP1, 0.5972659077961, 1.45323224377353)) * 1 * fAct(HAP1, 0.53895133016631, 1.46507013427792)) * ((1 - 1 * fAct(ROX1, 0.457780669536442, 1.55606701003388)) + (1 - 1 * fAct(HDA1_TUP1, 0.541132134664804, 1.55236779691186)) - (1 - 1 * fAct(ROX1, 0.457780669536442, 1.55606701003388)) * (1 - 1 * fAct(HDA1_TUP1, 0.541132134664804, 1.55236779691186))))) * 1 - 1 * CYC7) / 1"
"ERG11","(((1 * fAct(HAP1, 0.525932404445484, 1.41774275375763) * (1 - 1 * fAct(ROX1, 0.455041049281135, 1.47421913887141)))) * 1 - 1 * ERG11) / 1"
"HEM13","(((1 * fAct(HAP1, 0.504339586570859, 1.57175364337396) * ((1 - 1 * fAct(MOT3, 0.497313085058704, 1.43538896384649)) + (1 - 1 * fAct(ROX1, 0.436818923288956, 1.39856720147654)) - (1 - 1 * fAct(MOT3, 0.497313085058704, 1.43538896384649)) * (1 - 1 * fAct(ROX1, 0.436818923288956, 1.39856720147654))))) * 1 - 1 * HEM13) / 1"
"HMG1","((1 * fAct(HAP1, 0.405917079607025, 1.75311020430876)) * 1 - 1 * HMG1) / 1"
"HYP2","((1 * fAct(HAP1, 0.437828268762678, 1.73977666203165)) * 1 - 1 * HYP2) / 1"
"QCR2","((1 * fAct(HAP1, 0.437234586942941, 1.47908369770972)) * 1 - 1 * QCR2) / 1"
"SOD2","((1 * fAct(HAP1, 0.472018737113103, 1.55663119447185)) * 1 - 1 * SOD2) / 1"
"AAC1","((1 * fAct(HAP2, 0.578394719585776, 1.70627766615013)) * 1 - 1 * AAC1) / 1"
"SDH4","((1 * fAct(HAP2, 0.425543340900913, 1.5999323026184)) * 1 - 1 * SDH4) / 1"
"MDH1","((1 * fAct(HAP4, 0.54387797145173, 1.63005428215489)) * 1 - 1 * MDH1) / 1"
"ERG10","(((1 - 1 * fAct(HDA1, 0.531197742046788, 1.61149201865308))) * 1 - 1 * ERG10) / 1"
"INH1","(((1 - 1 * fAct(HDA1, 0.470161508116871, 1.5537165259989))) * 1 - 1 * INH1) / 1"
"INO1","(((((1 - 1 * fAct(UME6, 0.496713020140305, 1.61060351048131)) + ((1 * fAct(INO2_INO4, 0.464628324937075, 1.42603592346655) * 1 * fAct(SNF2, 0.507671123556793, 1.65571310249623)) * 1 * fAct(SNF6, 0.599809092702344, 1.51638913785107)) - (1 - 1 * fAct(UME6, 0.496713020140305, 1.61060351048131)) * ((1 * fAct(INO2_INO4, 0.464628324937075, 1.42603592346655) * 1 * fAct(SNF2, 0.507671123556793, 1.65571310249623)) * 1 * fAct(SNF6, 0.599809092702344, 1.51638913785107))) + ((1 - 1 * fAct(HDA1, 0.513648201152682, 1.39719725876115)) + (1 - 1 * fAct(SDS3, 0.572197123896331, 1.69981155884452)) - (1 - 1 * fAct(HDA1, 0.513648201152682, 1.39719725876115)) * (1 - 1 * fAct(SDS3, 0.572197123896331, 1.69981155884452))) - ((1 - 1 * fAct(UME6, 0.496713020140305, 1.61060351048131)) + ((1 * fAct(INO2_INO4, 0.464628324937075, 1.42603592346655) * 1 * fAct(SNF2, 0.507671123556793, 1.65571310249623)) * 1 * fAct(SNF6, 0.599809092702344, 1.51638913785107)) - (1 - 1 * fAct(UME6, 0.496713020140305, 1.61060351048131)) * ((1 * fAct(INO2_INO4, 0.464628324937075, 1.42603592346655) * 1 * fAct(SNF2, 0.507671123556793, 1.65571310249623)) * 1 * fAct(SNF6, 0.599809092702344, 1.51638913785107))) * ((1 - 1 * fAct(HDA1, 0.513648201152682, 1.39719725876115)) + (1 - 1 * fAct(SDS3, 0.572197123896331, 1.69981155884452)) - (1 - 1 * fAct(HDA1, 0.513648201152682, 1.39719725876115)) * (1 - 1 * fAct(SDS3, 0.572197123896331, 1.69981155884452))))) * 1 - 1 * INO1) / 1"
"PHO3","(((1 * fAct(THI2, 0.521024867612869, 1.41407564163674) * (1 - 1 * fAct(HDA1, 0.568431710032746, 1.53369193409802)))) * 1 - 1 * PHO3) / 1"
"PHO5","((((1 * fAct(SNF2_SWI1, 0.553791532851756, 1.59067655650433) * ((((1 * fAct(INO2, 0.513371151639149, 1.74065298590343) * 1 * fAct(PHO2, 0.438940043421462, 1.69829064601101)) * 1 * fAct(PHO4, 0.439326863456518, 1.73385733975796)) * 1 * fAct(SIN3, 0.558720755483955, 1.74313803783152)) * 1 * fAct(SPT21, 0.483365918183699, 1.50335802752757))) * ((1 - 1 * fAct(HDA1, 0.439547486323863, 1.41974726656219)) + (1 - 1 * fAct(PHO23, 0.53253388972953, 1.65039288508939)) - (1 - 1 * fAct(HDA1, 0.439547486323863, 1.41974726656219)) * (1 - 1 * fAct(PHO23, 0.53253388972953, 1.65039288508939))))) * 1 - 1 * PHO5) / 1"
"DIT1","((((1 * fAct(IME1, 0.573155233915895, 1.62386325992877) * 1 * fAct(RIM101, 0.450908712111413, 1.56468986826483)) * (1 - 1 * fAct(SSN6_TUP1, 0.55602287678048, 1.63380656715017)))) * 1 - 1 * DIT1) / 1"
"HOP1","((((1 - 1 * fAct(UME6, 0.598174150241539, 1.77229721519863)) + 1 * fAct(IME1, 0.52250029486604, 1.49638436012669) - (1 - 1 * fAct(UME6, 0.598174150241539, 1.77229721519863)) * 1 * fAct(IME1, 0.52250029486604, 1.49638436012669))) * 1 - 1 * HOP1) / 1"
"IME2","(((((1 - 1 * fAct(UME6, 0.50436850823462, 1.61234180276981)) + 1 * fAct(IME1, 0.54769576783292, 1.72955088614253) - (1 - 1 * fAct(UME6, 0.50436850823462, 1.61234180276981)) * 1 * fAct(IME1, 0.54769576783292, 1.72955088614253)) + (1 - 1 * fAct(SDS3, 0.497223380673677, 1.55661779839545)) - ((1 - 1 * fAct(UME6, 0.50436850823462, 1.61234180276981)) + 1 * fAct(IME1, 0.54769576783292, 1.72955088614253) - (1 - 1 * fAct(UME6, 0.50436850823462, 1.61234180276981)) * 1 * fAct(IME1, 0.54769576783292, 1.72955088614253)) * (1 - 1 * fAct(SDS3, 0.497223380673677, 1.55661779839545)))) * 1 - 1 * IME2) / 1"
"MER1","((((1 - 1 * fAct(UME6, 0.422325497912243, 1.73644931878196)) + 1 * fAct(IME1, 0.494970836257562, 1.42736165868118) - (1 - 1 * fAct(UME6, 0.422325497912243, 1.73644931878196)) * 1 * fAct(IME1, 0.494970836257562, 1.42736165868118))) * 1 - 1 * MER1) / 1"
"REC114","((((1 - 1 * fAct(UME6, 0.422569827269763, 1.6223736431729)) + 1 * fAct(IME1, 0.515664949268103, 1.57710530549055) - (1 - 1 * fAct(UME6, 0.422569827269763, 1.6223736431729)) * 1 * fAct(IME1, 0.515664949268103, 1.57710530549055))) * 1 - 1 * REC114) / 1"
"RIM11","((1 * fAct(IME1, 0.566997210728005, 1.60165485097794)) * 1 - 1 * RIM11) / 1"
"RIM4","((((1 - 1 * fAct(UME6, 0.566789845330641, 1.69161012205994)) + 1 * fAct(IME1, 0.587542292382568, 1.77228868159698) - (1 - 1 * fAct(UME6, 0.566789845330641, 1.69161012205994)) * 1 * fAct(IME1, 0.587542292382568, 1.77228868159698))) * 1 - 1 * RIM4) / 1"
"SGA1","((1 * fAct(IME1, 0.491136309923604, 1.54688998537837)) * 1 - 1 * SGA1) / 1"
"SPO11","((((1 - 1 * fAct(UME6, 0.419191507296637, 1.49335279990686)) + (1 * fAct(IME1, 0.404816994816065, 1.69599453793606) * 1 * fAct(SIN3, 0.565487544890493, 1.46809186692815)) - (1 - 1 * fAct(UME6, 0.419191507296637, 1.49335279990686)) * (1 * fAct(IME1, 0.404816994816065, 1.69599453793606) * 1 * fAct(SIN3, 0.565487544890493, 1.46809186692815)))) * 1 - 1 * SPO11) / 1"
"SPO13","((((1 - 1 * fAct(UME6, 0.534381271572784, 1.59891918795882)) + 1 * fAct(IME1, 0.497074935073033, 1.69700225315522) - (1 - 1 * fAct(UME6, 0.534381271572784, 1.59891918795882)) * 1 * fAct(IME1, 0.497074935073033, 1.69700225315522))) * 1 - 1 * SPO13) / 1"
"SPS1","((1 * fAct(IME1, 0.463635945226997, 1.49302370801335)) * 1 - 1 * SPS1) / 1"
"SPS2","((1 * fAct(IME1, 0.56599175427109, 1.52789393714163)) * 1 - 1 * SPS2) / 1"
"SPS4","((1 * fAct(IME1, 0.540967396227643, 1.48412660647416)) * 1 - 1 * SPS4) / 1"
"ACC1","(((1 * fAct(INO2, 0.58981115790084, 1.41519023192581) * 1 * fAct(INO4, 0.421356259286404, 1.4767553323647))) * 1 - 1 * ACC1) / 1"
"ADK1","((1 * fAct(INO2, 0.521182568883523, 1.4133910332201)) * 1 - 1 * ADK1) / 1"
"PMA1","(((1 * fAct(RAP1, 0.417747579794377, 1.3970037820586) * (1 * fAct(INO2, 0.526717567164451, 1.41932043851586) * 1 * fAct(MCM1, 0.419269420718774, 1.67227920370176)))) * 1 - 1 * PMA1) / 1"
"CDS1","((1 * fAct(INO2_INO4, 0.497922166017815, 1.55734307377599)) * 1 - 1 * CDS1) / 1"
"CHO1","(((1 * fAct(UME6, 0.479688331345096, 1.4473745834874) * 1 * fAct(INO2_INO4, 0.560874592093751, 1.49292403296102))) * 1 - 1 * CHO1) / 1"
"CHO2","(((1 * fAct(UME6, 0.521747217560187, 1.58252834308892) * 1 * fAct(INO2_INO4, 0.510921343788505, 1.57494890232803))) * 1 - 1 * CHO2) / 1"
"CKI1","((1 * fAct(INO2_INO4, 0.41103608654812, 1.4463017718005)) * 1 - 1 * CKI1) / 1"
"EPT1","((1 * fAct(INO2_INO4, 0.535123104555532, 1.67980731121264)) * 1 - 1 * EPT1) / 1"
"FAS1","(((1 * fAct(INO2_INO4, 0.45951002961956, 1.52178441313095) * 1 * fAct(REB1, 0.506716668698937, 1.58811063592322))) * 1 - 1 * FAS1) / 1"
"FAS2","(((1 * fAct(INO2_INO4, 0.457536624697968, 1.61177660816815) * 1 * fAct(REB1, 0.431752490019426, 1.40555414725095))) * 1 - 1 * FAS2) / 1"
"HNM1","((1 * fAct(INO2_INO4, 0.583699727058411, 1.40978494388284)) * 1 - 1 * HNM1) / 1"
"ITR1","((1 * fAct(INO2_INO4, 0.423251945525408, 1.75929415195249)) * 1 - 1 * ITR1) / 1"
"OPI3","(((1 * fAct(UME6, 0.555280776508152, 1.55833660174161) * 1 * fAct(INO2_INO4, 0.417925903201103, 1.6076971108024))) * 1 - 1 * OPI3) / 1"
"PGS1","((1 * fAct(INO2_INO4, 0.540327547164634, 1.39769279235275)) * 1 - 1 * PGS1) / 1"
"PSD1","((1 * fAct(INO2_INO4, 0.576146411523223, 1.64573253930779)) * 1 - 1 * PSD1) / 1"
"COX5B","((((1 - 1 * fAct(ROX1, 0.467284906934947, 1.6605625709286)) + (1 - 1 * fAct(IXR1, 0.506193359429017, 1.55002462429693)) - (1 - 1 * fAct(ROX1, 0.467284906934947, 1.6605625709286)) * (1 - 1 * fAct(IXR1, 0.506193359429017, 1.55002462429693)))) * 1 - 1 * COX5B) / 1"
"LEU1","((1 * fAct(LEU3, 0.484748215274885, 1.61132532150252)) * 1 - 1 * LEU1) / 1"
"LEU2","(((1 * fAct(SPT16, 0.492943940451369, 1.57113095927052) * 1 * fAct(LEU3, 0.502454583533108, 1.68832112846896))) * 1 - 1 * LEU2) / 1"
"FRE7","((1 * fAct(MAC1, 0.503058334626257, 1.51274766233284)) * 1 - 1 * FRE7) / 1"
"YJL217W","((1 * fAct(MAC1, 0.504754981398582, 1.60052420555847)) * 1 - 1 * YJL217W) / 1"
"RNR1","(((1 - 1 * fAct(TUP1, 0.515034916251898, 1.72360892253229))) * 1 - 1 * RNR1) / 1"
