3551,1,,,,,,,,,,,,,,,,,,,,,,
-0.454998,-0.309194,-0.262303,-0.421252,-0.197629,-0.307669,-0.353565,-0.112729,-0.605706,-0.332593,-0.217571,-0.466996,0.180547,0.055961,-0.621517,0.054509,-0.776748,-0.058298,-0.195777,-0.148436,-0.158824,0.113853,0.0369,-0.333065
-0.597662,-0.320284,-0.536667,-0.689599,-0.414873,-0.577489,-0.8179,-0.671126,-0.32764,-0.708921,-0.600805,-0.348389,-0.034306,-0.088113,-0.264426,-0.094531,-0.580738,-0.466035,-0.094971,0.107423,-0.224261,0.319206,0.19108,0.018665
0.087725,0.550268,0.848826,0.273479,0.076695,-0.189383,-0.173207,-0.136048,-0.168401,0.03483,0.060309,0.166506,0.447583,0.112987,0.290699,0.327214,0.336416,0.213823,0.414262,0.094425,0.32548,1.134473,1.355584,0.657173
-0.113569,0.164949,0.361346,0.16216,0.225401,0.099997,0.067658,-0.213214,-0.242506,-0.014181,-0.066437,0.214665,0.16885,0.244046,0.480835,0.377274,0.593735,0.099258,0.348835,0.147704,0.108621,-0.173519,-0.067058,0.089817
0.259242,0.051613,0.028684,-0.119949,-0.322407,-0.423545,-0.466035,-0.516872,-0.468039,0.116674,-0.140025,0.216776,0.235568,0.320187,0.304217,0.058394,-0.316328,-0.733734,-0.411398,-0.046185,0.088368,-0.063547,-0.244659,0.305428
0.036498,-0.165494,0.141793,0.007772,0.132322,0.323335,0.030288,-0.015661,0.110307,-0.191971,-0.124321,-0.122009,-0.241199,-0.058474,-0.090801,-0.084971,-0.182052,0.059887,0.057123,-0.152637,-0.122527,-0.010926,-0.084971,0.016136
0.181719,-0.093441,-0.05885,-0.11654,-0.05663,-0.128058,0.11847,-0.218863,-0.270275,-0.043189,0.03215,0.17402,-0.021438,-0.094735,0.159603,-0.025949,0.132322,-0.166774,0.556165,-0.350372,0.458121,-0.093023,-0.070198,0.01197
-0.265898,-0.371992,-0.286245,-0.224261,-0.180772,-0.322025,-0.292324,-0.442035,-0.333065,-0.372705,-0.684997,-0.076496,-0.067484,-0.130271,0.197508,0.08624,0.142376,0.161121,-0.119728,-0.1355,-0.288602,-0.708921,-0.260365,-0.551447
0.149316,0.034253,0.206182,-0.012329,0.164949,0.289652,0.334526,0.291111,0.015689,0.00603,0.103468,0,-0.123387,-0.168136,-0.183892,0.101512,0.034619,0.135963,0.255255,0.019313,0.05354,0.115132,-0.029172,-0.143902
-0.240277,-0.463543,-0.241515,-0.127282,-0.128946,-0.178976,-0.020271,0.04576,-0.162995,-0.270275,-0.371067,-0.250865,-0.254329,-0.020088,-0.046185,-0.199525,-0.090801,0.053905,0.015172,-0.174739,-0.139513,-0.52541,-0.496517,-0.230476
-0.121196,-0.15485,-0.143589,0.000233,0.04023,0.195431,0.071175,0.221541,-0.011887,0.007396,0.244046,0.004338,0.050782,0.122068,0.108855,0.155197,0.162416,0.16216,0.126004,0.095775,0.109962,-0.019492,0.043734,-0.017854
0.26623,0.420578,0.506295,0.15919,-0.041871,0.009683,0.116449,0.198586,0.228292,0.372435,0.099015,0.19435,0.251725,0.168062,0.020354,0.056507,0.276069,0.385173,0.007934,-0.115588,0.375356,-0.265898,-0.343671,-0.053195
0.290304,0.149998,0.26623,0.231375,-0.065087,-0.035836,-0.12588,0.082643,0.140866,0.179211,-0.016085,0.189213,0.099258,0.077082,0.339303,0.144584,-0.691667,0.210699,0.131893,-0.383507,0.013603,0.198312,0.547861,0.242465
-0.05885,0.323335,-0.126127,-0.019098,-0.190127,-0.159882,0.132958,0.360248,0.639539,0.230127,-0.173519,-0.182838,-0.615928,-0.544069,-0.481418,-0.38283,-0.082457,0.329167,0.158577,0.501811,0.246077,-0.361816,-0.218863,-0.48918
0.421309,0.605267,0.401122,0.335566,0.006242,-0.31922,-0.249873,-0.289956,-0.128946,-0.070866,0.091993,0.485329,0.343424,0.47572,0.609875,0.30877,0.301317,-0.015899,-0.184671,-0.040303,-0.039156,-0.239103,0.091567,0.181719
