gene,h_cent
EVA1B,0
EVI5,0
EVL,0
EXO1,0
EXOC5,0
EXOG,0
EXOSC1,0
EXOSC10,0
EXOSC2,0
EXOSC5,0
EXOSC8,0
EXT1,0
EYA1,0
EYA2,0
EYA3,0
F2RL1,0
F7,0
F8,0
FABP4,0
FABP5,0
FADS2,0
FAF2,0
FAH,0
FAIM2,0
FAM102A,0
FAM105A,0
FAM110B,0
FAM111A,0
FAM114A2,0
FAM117A,0
FAM129A,0
FAM131A,0
FAM13A,0
FAM13B,0
FAM13C,0
FAM162A,0
FAM168B,0
FAM172A,0
FAM174B,0
FAM184A,0
FAM189A2,0
FAM193B,0
FAM198B,0
FAM206A,0
FAM208B,0
FAM216A,0
FAM222B,0
FAM3A,0
FAM45A /// FAM45B,0
FAM46A,0
FAM47E /// FAM47E-STBD1 /// STBD1,0
FAM49B,0
FAM50B,0
FAM53B,0
FAM53C,0
FAM89B,0
FAM8A1,0
FAM98A,0
FANCA,0
FANCC,0
FANCG,0
FANCI,0
FAP,0
FAR2,0
FARP2,0
FAS,0
FASTKD1,0
FASTKD2,0
FAU,0
FBL,0
FBLN2,0
FBRS,0
FBXL18,0
FBXL2,0
FBXL7,0
FBXL8,0
FBXO16 /// ZNF395,0
FBXO21,0
FBXO38,0
FBXO42,0
FBXW11,0
FBXW2,0
FBXW7,0
FCF1,0
FCGR2A,0
FCHO1,0
FCHSD2,0
FDFT1,0
FEM1B,0
FEN1,0
FER,0
FER1L4,0
FERMT2,0
FES,0
FEZ2,0
FFAR2,0
FGF12,0
FGF13,0
FGF7,0
FGFBP1,0
FGFR2,0
FGGY,0
FICD,0
FIG4,0
FILIP1L,0
FKBP11,0
FKBP15,0
FKBP2,0
FKBP9,0
FKRP,0
FKTN,0
FLAD1,0
FLI1,0
FLII,0
FLNB,0
FLRT3,0
FLVCR2,0
FMNL1,0
FMO1,0
FMO2,0
FMO3,0
FMO4,0
FMOD,0
FN1,0
FNBP1,0
FNBP4,0
FNDC3A,0
FOLR1,0
FOXJ3,0
FOXL1,0
FOXN3,0
FOXO3,0
FOXP3,0
FPGS,0
FPGT,0
FPGT-TNNI3K /// TNNI3K,0
FPR1,0
FPR2,0
FPR3,0
FRAS1,0
FRAT1,0
FRK,0
FRMD4A,0
FRMD4B,0
FRS3,0
FRY,0
FRYL,0
FSBP /// RAD54B,0
FSCN3,0
FST,0
FTSJ3,0
FUBP3,0
FURIN,0
FUT5,0
FXYD3,0
FXYD6,0
FYN,0
FZD6,0
FZR1,0
G3BP1,0
G3BP2,0
G6PD,0
GAA,0
GAB1,0
GABARAPL1,0
GABPB1,0
GABRB2,0
GABRB3,0
GAD1,0
GALC,0
GALK1,0
GALK2,0
GALNS,0
GALNT10,0
GALNT11,0
GALNT12,0
GALNT2,0
GALNT6,0
GANAB,0
GAPDH,0
GAPVD1,0
GAR1,0
GARS,0
GART,0
GAS1,0
GAS8,0
GATAD2A,0
GBE1,0
GBF1,0
GBP2,0
GCA,0
GCC2,0
GCFC2,0
GCLC,0
GCM1,0
GCNT1,0
GCNT2,0
GCSH /// LOC101060817,0
GDE1,0
GDF15,0
GDI1,0
GDI2,0
GDPD3,0
GDPD5,0
GEMIN4,0
GEMIN6,0
GFAP,0
GFM1,0
GFOD1,0
GFOD2,0
GFPT1,0
GFPT2,0
GFRA2,0
GGA2,0
GGH,0
GGT1 /// GGT2 /// GGTLC1 /// GGTLC2,0
GHR,0
GIGYF2,0
GIN1,0
GINS1,0
GINS2,0
GIPC1,0
GIPR,0
GJA1,0
GLA,0
GLB1 /// TMPPE,0
GLB1L2,0
GLCE,0
GLDC,0
GLG1,0
GLI1,0
GLI3,0
GLOD4,0
GLRA3,0
GLRX2,0
GLS,0
GLT8D1,0
GLTP,0
GM2A,0
GMEB1,0
GMFB,0
GMPPA,0
GMPR,0
GMPR2,0
GNA12,0
GNAI1,0
GNAL,0
GNAO1,0
GNAQ,0
GNAS,0
GNB1,0
GNB5,0
GNE,0
GNG12,0
GNG5,0
GNL3 /// SNORD19B,0
GNMT,0
GNPAT,0
GNPTAB,0
GNRH1,0
GNS,0
GOLGA4,0
GOLGA5,0
GOLGA7,0
GOLGB1,0
GOLIM4,0
GOLPH3L,0
GOSR2,0
GPATCH2,0
GPATCH2L,0
GPATCH8,0
GPBP1L1,0
GPD1,0
GPER1,0
GPHN,0
GPKOW,0
GPM6A,0
GPN3,0
GPNMB,0
GPR107,0
GPR19,0
GPR21,0
GPR39,0
GPR85,0
GPR87,0
GPRC5A,0
GPRC5B,0
